obs_id,x,treatment,true_mean,true_sigma,yield
DY0396,0.118086323592,0,55.7085179416,0.94170358831,55.62216977
DY0397,1.01731125526,0,61.1038675316,2.02077350631,65.6028392135
DY0398,-1.59583523489,0,45.4249885907,2.71500228187,42.7449990748
DY0399,-1.04796146101,1,52.7122312339,2.55755375322,51.9426844779
DY0400,-1.24039153112,1,51.5576508133,2.78846983734,51.2367802552
DY0401,1.0594667896,1,65.3568007376,2.57136014753,64.7830520879
DY0402,1.23985438587,1,66.4391263152,2.78782526305,64.3204258369
DY0403,-1.78169718152,1,48.3098169109,3.43803661782,52.5524802059
DY0404,1.70336030047,0,65.2201618028,2.84403236056,63.9673002163
DY0405,-1.55165476724,1,49.6900713965,3.16198572069,52.936818024
DY0406,-0.800815878486,1,54.1951047291,2.26097905418,56.8044337686
DY0407,-0.513240544562,1,55.9205567326,1.91588865347,55.9848833726
DY0408,-1.32694523164,0,47.0383286101,2.39233427797,45.1608423927
DY0409,-1.62758810824,0,45.2344713506,2.75310572988,46.0963891545
DY0410,-1.25144415586,1,51.4913350649,2.80173298703,53.0933062347
DY0411,0.701510159896,0,59.2090609594,1.64181219187,59.8177094751
DY0412,0.819575642699,0,59.9174538562,1.78349077124,57.4664940899
DY0413,0.319391777658,0,56.9163506659,1.18327013319,54.4838663016
DY0414,0.813143798475,0,59.8788627908,1.77577255817,57.6931168143
DY0415,-0.682002708224,0,50.9079837507,1.61840324987,51.8198479639
DY0416,-0.684136815689,1,54.8951791059,2.12096417883,55.6350539112
DY0417,-1.95499706806,0,43.2700175916,3.14599648168,46.1777924724
DY0418,-1.2850045278,1,51.2899728332,2.84200543336,49.0891302467
DY0419,-0.429765216949,0,52.4214086983,1.31571826034,54.8834949985
DY0420,0.137786812462,0,55.8267208748,0.965344174955,58.0358568138
DY0421,-1.4720005284,0,46.1679968296,2.56640063408,48.1827970372
DY0422,0.0718487076533,0,55.4310922459,0.886218449184,55.6032232109
DY0423,1.27102384649,1,66.6261430789,2.82522861578,66.1061627368
DY0424,-1.29936881326,0,47.2037871204,2.35924257591,55.2341129483
DY0425,0.482938276404,1,61.8976296584,1.87952593168,64.9438135737
DY0426,1.90663493247,1,70.4398095948,3.58796191896,75.0941242951
DY0427,0.363701061246,0,57.1822063675,1.23644127349,55.9931974046
DY0428,0.341371390908,1,61.0482283455,1.70964566909,64.1092173121
DY0429,-1.45780855613,1,50.2531486632,3.04937026736,46.2880082532
DY0430,0.191851120124,0,56.1511067207,1.03022134415,54.4484735166
DY0431,-0.288886222179,1,57.2666826669,1.64666346661,54.7346288848
DY0432,0.568707783024,1,62.4122466981,1.98244933963,60.6067391764
DY0433,0.560531617487,0,58.3631897049,1.47263794098,58.9029485741
DY0434,-1.73422686305,0,44.5946388217,2.88107223567,43.6080810329
DY0435,-1.68955433396,1,48.8626739962,3.32746520075,51.3823230514
DY0436,0.804207160525,1,63.8252429631,2.26504859263,66.8181900739
DY0437,-0.405946788674,1,56.564319268,1.78713614641,58.7358371268
DY0438,-0.988555260083,1,53.0686684395,2.4862663121,53.8757292294
DY0439,1.96155087505,0,66.7693052503,3.15386105006,69.8493475166
DY0440,-1.07010749798,0,48.5793550121,2.08412899757,45.9850369753
DY0441,-1.31386525792,0,47.1168084525,2.3766383095,49.4938592198
DY0442,0.402702537917,0,57.4162152275,1.2832430455,55.4673714681
DY0443,0.623069820673,1,62.738418924,2.04768378481,61.3682952275
DY0444,1.04613632784,0,61.276817967,2.05536359341,62.7521944146
DY0445,-0.575298200667,1,55.548210796,1.9903578408,52.9895942278
DY0446,-0.296248779901,0,53.2225073206,1.15549853588,51.8998413603
DY0447,-0.172245331424,0,53.9665280115,1.00669439771,52.8860315862
DY0448,1.14778228529,1,65.8866937118,2.67733874235,65.5962872601
DY0449,-0.806554828943,0,50.1606710263,1.76786579473,51.7312331033
DY0450,0.342927725264,1,61.0575663516,1.71151327032,62.3157982046
DY0451,-1.65315921149,0,45.081044731,2.78379105379,39.0756393805
DY0452,0.670035468058,1,63.0202128083,2.10404256167,61.3486038215
DY0453,-1.88353293137,0,43.6988024118,3.06023951764,42.4710136526
DY0454,0.614866873524,1,62.6892012411,2.03784024823,65.4778194807
DY0455,1.07827668143,0,61.4696600886,2.09393201772,62.9506976095
DY0456,1.27066828297,0,62.6240096978,2.32480193956,62.8686249494
DY0457,0.0691306660709,0,55.4147839964,0.882956799285,55.6813057067
DY0458,-1.90135829703,0,43.5918502178,3.08162995644,47.6463709845
DY0459,-0.728766686795,1,54.6273998792,2.17452002415,58.5141185145
DY0460,-1.073682805,1,52.55790317,2.588419366,52.8878002342
DY0461,-0.698524365877,0,50.8088538047,1.63822923905,48.9011833655
DY0462,1.16997166064,1,66.0198299638,2.70396599276,66.2770731745
DY0463,-0.403369369918,0,52.5797837805,1.2840432439,51.6088873342
DY0464,-0.974181044149,1,53.1549137351,2.46901725298,52.1038053898
DY0465,-1.20914792153,1,51.7451124708,2.75097750583,51.1962378366
DY0466,-1.29012286676,0,47.2592627994,2.34814744011,47.0440223416
DY0467,1.63464347841,0,64.8078608704,2.76157217409,63.3130997453
DY0468,-0.931044888109,0,49.4137306713,1.91725386573,53.6934676759
DY0469,-0.18783400061,1,57.8729959963,1.52540080073,57.8959449636
DY0470,0.853456667051,1,64.1207400023,2.32414800046,62.003426152
DY0471,-1.77717503021,0,44.3369498188,2.93261003625,42.940962384
DY0472,-0.723039669457,0,50.6617619833,1.66764760335,53.9313052831
DY0473,1.99965252382,1,70.9979151429,3.69958302858,60.4193908124
DY0474,-0.660596758097,0,51.0364194514,1.59271610972,53.7221073794
DY0475,-1.05769367281,0,48.6538379631,2.06923240737,47.6289517499
DY0476,1.03214316419,1,65.1928589851,2.53857179703,63.1762672456
DY0477,1.56704887288,0,64.4022932373,2.68045864745,62.5259776365
DY0478,0.316032230566,0,56.8961933834,1.17923867668,56.3463179787
DY0479,-0.39765274793,0,52.6140835124,1.27718329752,51.7343911722
DY0480,1.15738881291,0,61.9443328774,2.18886657549,60.4884621921
DY0481,-1.81091977538,1,48.1344813477,3.47310373046,50.7796034804
DY0482,-0.89235018174,0,49.6458989096,1.87082021809,50.100207067
DY0483,1.15659303273,1,65.9395581964,2.68791163928,63.7397894361
DY0484,1.17338602298,0,62.0403161379,2.20806322758,59.5408403958
DY0485,-0.484719911427,1,56.0916805314,1.88166389371,57.1945747874
DY0486,1.97423332614,1,70.8453999568,3.66907999137,77.6389598773
DY0487,1.58702324363,1,68.5221394618,3.20442789236,71.547755731
DY0488,-0.183223323862,1,57.9006600568,1.51986798863,59.3730670475
DY0489,-0.147430093293,0,54.1154194402,0.976916111952,54.274125275
DY0490,-0.129685352455,0,54.2218878853,0.955622422946,51.3275010362
DY0491,0.811987523761,0,59.8719251426,1.77438502851,59.6492750754
DY0492,0.394970446616,1,61.3698226797,1.77396453594,61.5681651549
DY0493,0.547887448383,0,58.2873246903,1.45746493806,59.9636408833
DY0494,0.282553055897,0,56.6953183354,1.13906366708,56.3216722701
DY0495,1.57217446877,0,64.4330468126,2.68660936253,68.5687912635
DY0496,1.13831054703,1,65.8298632822,2.66597265644,68.5518736083
DY0497,-1.16033488964,1,52.0379906622,2.69240186757,50.91641831
DY0498,1.19989471012,1,66.1993682607,2.73987365215,68.9924601077
DY0499,0.54368161797,1,62.2620897078,1.95241794156,61.5337625625
DY0500,-1.27649377267,0,47.341037364,2.3317925272,48.5638720061
DY0501,-0.980574150409,1,53.1165550975,2.47668898049,53.191454691
DY0502,0.258945016324,0,56.5536700979,1.11073401959,55.8062691296
DY0503,-0.847853737935,0,49.9128775724,1.81742448552,50.0359256005
DY0504,-0.53402941635,0,51.7958235019,1.44083529962,50.4776362997
DY0505,1.26000756234,0,62.5600453741,2.31200907481,62.2918753895
DY0506,-0.594119427283,1,55.4352834363,2.01294331274,59.8418564277
DY0507,-1.14755445384,1,52.1146732769,2.67706534461,55.3419258752
DY0508,1.64474634787,0,64.8684780872,2.77369561744,64.4939720291
DY0509,1.8776809727,0,66.2660858362,3.05321716724,68.8696989084
DY0510,1.43316599328,0,63.5989959597,2.51979919194,61.4525330664
DY0511,0.740930195571,1,63.4455811734,2.18911623469,60.5601455169
DY0512,-1.88783750452,1,47.6729749729,3.56540500542,49.6103981303
DY0513,-1.56151888128,1,49.6308867123,3.17382265753,50.6394446607
DY0514,-0.167077989134,0,53.9975320652,1.00049358696,56.3253526452
DY0515,-0.498973473554,1,56.0061591587,1.89876816826,56.3747979736
DY0516,1.4898402603,0,63.9390415618,2.58780831236,61.2143470536
DY0517,0.476852951214,0,57.8611177073,1.37222354146,59.0825666476
DY0518,1.93268863604,0,66.5961318163,3.11922636325,68.568464541
DY0519,0.367266332881,1,61.2035979973,1.74071959946,60.1327056594
DY0520,-1.91824738283,1,47.490515703,3.6018968594,47.9501521947
DY0521,-1.94518198961,0,43.3289080623,3.13421838754,41.8292554655
DY0522,1.22636748457,0,62.3582049074,2.27164098148,61.0201581155
DY0523,1.77576664151,1,69.6545998491,3.43091996981,70.6812660777
DY0524,0.13400293109,1,59.8040175865,1.46080351731,60.306538767
DY0525,-0.855651204201,1,53.8660927748,2.32678144504,54.9924210025
DY0526,-0.33599361589,1,56.9840383047,1.70319233907,60.6205173434
DY0527,1.42644490703,0,63.5586694422,2.51173388843,62.7900166104
DY0528,-1.01316503025,0,48.9210098185,2.0157980363,49.7862572629
DY0529,-1.38656744207,0,46.6805953476,2.46388093048,45.3711069799
DY0530,0.884558428779,0,60.3073505727,1.86147011453,61.5813394079
DY0531,0.134806453841,1,59.808838723,1.46176774461,60.8726057574
DY0532,0.958229824067,1,64.7493789444,2.44987578888,65.386888489
DY0533,-1.46915071383,0,46.185095717,2.5629808566,48.6343317916
DY0534,-1.23069942757,0,47.6158034346,2.27683931309,48.8801351111
DY0535,-0.431143376935,0,52.4131397384,1.31737205232,52.5469550419
DY0536,1.61204041698,1,68.6722425019,3.23444850037,61.8743012771
DY0537,-0.243225873915,1,57.5406447565,1.5918710487,56.6219508138
DY0538,-1.53370861358,1,49.7977483185,3.1404503363,45.2379504623
DY0539,0.670680667902,0,59.0240840074,1.60481680148,55.9865438153
DY0540,0.728110449781,1,63.3686626987,2.17373253974,62.5687298927
DY0541,0.695442775667,1,63.172656654,2.1345313308,62.0239777469
DY0542,-0.310722912877,0,53.1356625227,1.17286749545,53.6702253158
DY0543,1.26966656189,0,62.6179993713,2.32359987427,67.818506172
DY0544,-0.686987672772,0,50.8780739634,1.62438520733,52.3516149252
DY0545,-0.842245738391,0,49.9465255697,1.81069488607,49.8982256154
DY0546,0.684017678222,1,63.1041060693,2.12082121387,63.3831477422
DY0547,1.1336435152,0,61.8018610912,2.16037221824,61.3636679781
DY0548,-1.51092743405,0,45.9344353957,2.61311292086,48.1024392925
DY0549,-0.64642085053,1,55.1214748968,2.07570502064,56.9455677711
DY0550,1.74258054995,0,65.4554832997,2.89109665993,67.9736378409
DY0551,-0.0321562936434,1,58.8070622381,1.33858755237,58.74927813
DY0552,0.922544920642,0,60.5352695239,1.90705390477,60.0973186789
DY0553,0.727874577678,1,63.3672474661,2.17344949321,64.7725332733
DY0554,0.691435141644,1,63.1486108499,2.12972216997,62.4838686431
DY0555,-0.0864433706917,0,54.4813397758,0.90373204483,53.3229963833
DY0556,-0.000420189257072,0,54.9974788645,0.800504227108,54.6564639537
DY0557,0.751484930637,0,59.5089095838,1.70178191676,58.8387349604
DY0558,1.7609631497,0,65.5657788982,2.91315577964,64.7830469597
DY0559,0.953298251747,0,60.7197895105,1.9439579021,61.3313051229
DY0560,1.24880366538,0,62.4928219923,2.29856439846,65.6508236945
DY0561,-0.118561836601,1,58.2886289804,1.44227420392,54.9528257618
DY0562,0.0553498641249,1,59.3320991847,1.36641983695,59.0322340972
DY0563,-0.400517386371,0,52.5968956818,1.28062086364,52.9077748396
DY0564,1.8134779393,0,65.8808676358,2.97617352716,66.3202539352
DY0565,0.0844547341275,0,55.5067284048,0.901345680953,54.6723063234
DY0566,1.851494392,0,66.108966352,3.0217932704,64.0948892426
DY0567,-1.50802391528,0,45.9518565083,2.60962869834,47.4940890776
DY0568,-0.944077651887,0,49.3355340887,1.93289318226,47.7874912514
DY0569,0.0488652309614,0,55.2931913858,0.858638277154,55.8088765859
DY0570,-1.81947196336,1,48.0831682198,3.48336635603,46.1561414689
DY0571,-0.451833178882,1,56.2890009267,1.84219981466,56.6782158161
DY0572,-1.42650110586,0,46.4409933648,2.51180132703,47.9571900516
DY0573,-0.412471422998,0,52.525171462,1.2949657076,53.1402427691
DY0574,-0.433450127398,0,52.3992992356,1.32014015288,51.3097353507
DY0575,0.413748447524,0,57.4824906851,1.29649813703,56.0805479777
DY0576,0.021034410128,0,55.1262064608,0.825241292154,55.405177213
DY0577,0.19498305692,0,56.1698983415,1.0339796683,55.9189509312
DY0578,1.62843447071,1,68.7706068243,3.25412136485,69.4601248997
DY0579,-0.486320822577,1,56.0820750645,1.88358498709,57.329909359
DY0580,-0.434488654737,1,56.3930680716,1.82138638568,57.3038178919
DY0581,-1.8641533212,0,43.8150800728,3.03698398544,45.5194316763
DY0582,0.697456532679,0,59.1847391961,1.63694783921,62.5890456212
DY0583,-1.00677299518,1,52.9593620289,2.50812759421,55.9038574585
DY0584,-0.646838558143,0,51.1189686511,1.57620626977,50.7944473961
DY0585,0.306873643431,0,56.8412418606,1.16824837212,57.67578609
DY0586,-0.403312885348,1,56.5801226879,1.78397546242,55.2361429894
DY0587,-0.84993312217,1,53.900401267,2.3199197466,54.7328272178
DY0588,1.12442653915,0,61.7465592349,2.14931184697,59.232221303
DY0589,0.749185761387,0,59.4951145683,1.69902291366,60.3225584262
DY0590,-1.24013829302,0,47.5591702419,2.28816595163,44.8051559104
DY0591,-1.13065406288,1,52.2160756227,2.65678487546,52.3986451579
DY0592,-0.494673005101,1,56.0319619694,1.89360760612,55.1447685596
DY0593,-1.19369787674,1,51.8378127396,2.73243745208,54.5525072602
DY0594,-0.829862547541,0,50.0208247148,1.79583505705,49.473929293
DY0595,-1.38697856836,0,46.6781285898,2.46437428203,45.8876549915
DY0596,-0.238143898636,1,57.5711366082,1.58577267836,59.2233773295
DY0597,1.5807490802,1,68.4844944812,3.19689889624,69.1685328243
DY0598,1.28331689266,0,62.6999013559,2.33998027119,65.1601792063
DY0599,-1.67587263718,0,44.9447641769,2.81104716462,46.3619485537
DY0600,-0.648544628079,1,55.1087322315,2.07825355369,55.8247765077
DY0601,1.18900901736,0,62.1340541041,2.22681082083,61.9192547688
DY0602,1.66394289232,0,64.9836573539,2.79673147079,63.7824882693
DY0603,0.870062796856,1,64.2203767811,2.34407535623,64.5665958425
DY0604,-1.4609745227,1,50.2341528638,3.05316942724,51.15261456
DY0605,-1.75031281945,1,48.4981230833,3.40037538334,45.9876797154
DY0606,0.0609837183522,1,59.3659023101,1.37318046202,61.6926172634
DY0607,-0.93503302445,0,49.3898018533,1.92203962934,49.9833273404
DY0608,-0.019462003512,0,54.8832279789,0.823354404214,53.3765884501
DY0609,1.32997310974,0,62.9798386584,2.39596773169,63.3923984498
DY0610,0.648108338354,1,62.8886500301,2.07773000602,62.9386328985
DY0611,1.18782502967,1,66.126950178,2.72539003561,66.8157748372
DY0612,1.93384640866,1,70.603078452,3.62061569039,64.5895519868
DY0613,-0.197047319913,0,53.8177160805,1.0364567839,52.9660407507
DY0614,1.35414524018,0,63.1248714411,2.42497428822,62.6005224013
DY0615,0.551451564819,1,62.3087093889,1.96174187778,61.2861160649
DY0616,-1.07135010046,1,52.5718993972,2.58562012055,57.1580968393
DY0617,-0.915045808832,0,49.509725147,1.8980549706,47.5036107126
DY0618,0.0938707031121,0,55.5632242187,0.912644843734,56.1654230183
DY0619,1.87498141656,0,66.2498884994,3.04997769988,64.4716875703
DY0620,0.743385698623,0,59.4603141917,1.69206283835,56.9470953094
DY0621,-1.7711607083,1,48.3730357502,3.42539284996,51.3294079558
DY0622,-0.659238367119,1,55.0445697973,2.09108604054,52.0158217506
DY0623,0.933390043018,1,64.6003402581,2.42006805162,60.2693380234
DY0624,1.23364963772,0,62.4018978263,2.28037956526,62.3737641205
DY0625,-0.522118605619,1,55.8672883663,1.92654232674,57.3219339927
DY0626,-1.02062001566,1,52.876279906,2.52474401879,52.1451558466
DY0627,-0.319952200709,0,53.0802867957,1.18394264085,51.1530033206
DY0628,-1.87738668841,0,43.7356798695,3.05286402609,39.2181903951
DY0629,-1.49057918891,0,46.0565248666,2.58869502669,42.5025421598
DY0630,0.418554485988,0,57.5113269159,1.30226538319,56.5011181568
DY0631,1.49809036177,1,67.9885421706,3.09770843412,62.7729749379
DY0632,0.215686630276,1,60.2941197817,1.55882395633,59.5735800195
DY0633,-0.125951401463,1,58.2442915912,1.45114168176,56.5543388411
DY0634,-0.0409060528379,0,54.754563683,0.849087263406,54.3042907586
DY0635,0.372574478161,0,57.235446869,1.24708937379,56.1944794565
DY0636,-1.10510561219,0,48.3693663268,2.12612673463,51.0263267129
DY0637,1.62108724955,0,64.7265234973,2.74530469946,64.1034673882
DY0638,1.2372100897,1,66.4232605382,2.78465210764,67.9041775367
DY0639,1.9462914091,0,66.6777484546,3.13554969092,72.1193298537
DY0640,-0.97186112437,1,53.1688332538,2.46623334924,50.9761222228
DY0641,-1.69384156029,0,44.8369506383,2.83260987235,42.6862524216
DY0642,1.93133185976,0,66.5879911586,3.11759823172,68.3548206376
DY0643,1.50749263539,0,64.0449558123,2.60899116247,64.8490757412
DY0644,-1.51154752781,0,45.9307148331,2.61385703337,40.6732222324
DY0645,-1.0554730178,1,52.6671618932,2.56656762136,49.0879553654
DY0646,-0.771385978804,0,50.3716841272,1.72566317456,49.4270084647
DY0647,1.72473245178,0,65.3483947107,2.86967894214,61.7053261371
DY0648,-0.528449130113,0,51.8293052193,1.43413895614,54.3110895527
DY0649,0.3194121267,1,60.9164727602,1.68329455204,60.3278072221
DY0650,-0.297503472004,1,57.214979168,1.6570041664,58.3437861217
DY0651,0.871844912155,0,60.2310694729,1.84621389459,63.9293437849
DY0652,-0.0345823610381,1,58.7925058338,1.34149883325,61.4851822081
DY0653,-0.68043556979,1,54.9173865813,2.11652268375,54.8627558011
DY0654,-0.269602243003,1,57.382386542,1.6235226916,59.6777099218
DY0655,0.311644063938,0,56.8698643836,1.17397287673,56.4380068404
DY0656,1.20953445562,1,66.2572067337,2.75144134674,65.8785418606
DY0657,-0.554575771112,1,55.6725453733,1.96549092533,58.5757580894
DY0658,-0.284145584867,1,57.2951264908,1.64097470184,54.6994909494
DY0659,1.54014024095,0,64.2408414457,2.64816828914,65.4113768044
DY0660,-1.25438683967,1,51.473678962,2.8052642076,54.7314912547
DY0661,1.98781004873,1,70.9268602924,3.68537205847,69.4414799558
DY0662,-0.557137507697,0,51.6571749538,1.46856500924,52.8724294964
DY0663,0.400140999423,1,61.4008459965,1.78016919931,61.0411358284
DY0664,0.143012336943,1,59.8580740217,1.47161480433,61.6712694623
DY0665,-0.71870151188,0,50.6877909287,1.66244181426,51.2716035353
DY0666,0.374687879598,0,57.2481272776,1.24962545552,57.4248533273
DY0667,1.72621088829,1,69.3572653297,3.37145306594,71.109878625
DY0668,0.566124271837,1,62.396745631,1.9793491262,61.4167984479
DY0669,0.424968254958,0,57.5498095298,1.30996190595,55.4571524095
DY0670,0.569719405776,0,58.4183164347,1.48366328693,62.0561560903
DY0671,1.94396925282,0,66.6638155169,3.13276310338,66.6393488571
DY0672,1.94507087272,0,66.6704252363,3.13408504726,65.6683406569
DY0673,-1.20170370703,0,47.7897777578,2.24204444844,52.8829645361
DY0674,-0.192564345409,1,57.8446139275,1.53107721449,57.3609612235
DY0675,1.65862054641,1,68.9517232784,3.29034465569,70.1618383221
DY0676,-0.201706570789,1,57.7897605753,1.54204788495,56.0124615316
DY0677,-1.54858988911,0,45.7084606653,2.65830786693,42.6351027356
DY0678,-0.0781354126154,0,54.5311875243,0.893762495139,55.2208956138
DY0679,0.0379903996468,0,55.2279423979,0.845588479576,57.4563173731
DY0680,-0.356374780124,1,56.8617513193,1.72764973615,58.8783269728
DY0681,-0.787670532015,1,54.2739768079,2.24520463842,55.0300318731
DY0682,0.138210892908,1,59.8292653574,1.46585307149,58.9976178685
DY0683,-1.9496543759,0,43.3020737446,3.13958525108,39.6397556725
DY0684,-0.716118344328,1,54.703289934,2.15934201319,53.9453083581
DY0685,1.12427046649,0,61.745622799,2.14912455979,62.9530821733
DY0686,-1.83619167591,0,43.9828499446,3.00343001109,41.8969359165
DY0687,-1.47823835806,0,46.1305698516,2.57388602967,43.6456986375
DY0688,0.237717078861,0,56.4263024732,1.08526049463,55.9377574782
DY0689,0.643640904277,0,58.8618454257,1.57236908513,56.5529273069
DY0690,0.165825203872,1,59.9949512232,1.49899024465,61.3508779419
DY0691,-0.235070604412,0,53.5895763735,1.08208472529,54.5223405149
DY0692,-0.374409337182,1,56.7535439769,1.74929120462,56.3666316953
DY0693,0.723290208827,0,59.339741253,1.66794825059,57.95174457
DY0694,0.965232184273,1,64.7913931056,2.45827862113,69.0704335952
DY0695,-0.251980391505,0,53.488117651,1.10237646981,54.6242123366
DY0696,0.684112287723,0,59.1046737263,1.62093474527,59.7706009847
DY0697,-0.882444239512,0,49.7053345629,1.85893308741,46.8954748934
DY0698,-0.227490533132,0,53.6350568012,1.07298863976,53.6810449153
DY0699,1.34789503257,1,67.0873701954,2.91747403909,69.9395953032
DY0700,0.953266764587,1,64.7196005875,2.4439201175,65.2449350231
DY0701,1.18663904961,0,62.1198342977,2.22396685953,62.1471364421
DY0702,0.417461560674,1,61.504769364,1.80095387281,59.8715305378
DY0703,-0.0109555861034,0,54.9342664834,0.813146703324,54.9553730222
DY0704,1.43513394545,1,67.6108036727,3.02216073454,69.5800777594
DY0705,-0.270132108331,0,53.37920735,1.12415853,53.1526299761
DY0706,0.208950822935,1,60.2537049376,1.55074098752,61.590368294
DY0707,0.0866275035366,0,55.5197650212,0.903953004244,54.1407546549
DY0708,1.42157134334,0,63.52942806,2.505885612,63.0429739543
DY0709,0.496266263803,1,61.9775975828,1.89551951656,63.5727938264
DY0710,1.37050922899,1,67.2230553739,2.94461107478,69.8556992109
DY0711,1.29420340365,0,62.7652204219,2.35304408438,56.2995348594
DY0712,-0.722555645446,1,54.6646661273,2.16706677454,55.2713599593
DY0713,0.830104341304,0,59.9806260478,1.79612520957,57.8896363411
DY0714,1.35410522314,1,67.1246313389,2.92492626777,69.7682426141
DY0715,-1.70122233014,1,48.7926660192,3.34146679616,51.5811298841
DY0716,0.764720306361,0,59.5883218382,1.71766436763,57.6338103267
DY0717,0.566315557992,1,62.3978933479,1.97957866959,63.4560763248
DY0718,1.17766476907,1,66.0659886144,2.71319772288,68.9981279886
DY0719,0.540217659099,1,62.2413059546,1.94826119092,61.0737830116
DY0720,0.0708899672959,1,59.4253398038,1.38506796076,59.0909553018
DY0721,-1.98497679969,0,43.0901392019,3.18197215962,45.1296891431
DY0722,-0.915302764164,0,49.508183415,1.898363317,48.0796301738
DY0723,1.69832455908,1,69.1899473545,3.33798947089,67.7476828934
DY0724,0.728835391322,0,59.3730123479,1.67460246959,63.2590594695
DY0725,-0.874441972447,0,49.7533481653,1.84933036694,49.1356317299
DY0726,0.323715760792,0,56.9422945648,1.18845891295,55.9421648591
DY0727,-1.87661309826,1,47.7403214104,3.55193571792,42.8515519778
DY0728,-0.399749462224,1,56.6015032267,1.77969935467,54.600269599
DY0729,1.28057570034,0,62.6834542021,2.33669084041,62.9898522012
DY0730,-0.963386708504,1,53.219679749,2.4560640502,54.2766794162
DY0731,0.772548121936,0,59.6352887316,1.72705774632,61.3032936702
DY0732,-1.17069798865,0,47.9758120681,2.20483758638,49.5848815059
DY0733,0.540471164313,1,62.2428269859,1.94856539718,59.6326381977
DY0734,0.674332256976,0,59.0459935419,1.60919870837,62.3402886674
DY0735,-0.312924464118,1,57.1224532153,1.67550935694,56.2201145917
DY0736,0.934258340295,1,64.6055500418,2.42111000835,62.5439866298
DY0737,0.333340703108,1,61.0000442187,1.70000884373,62.3871035605
DY0738,0.437838396573,0,57.6270303794,1.32540607589,56.3734142114
DY0739,1.43157337537,0,63.5894402522,2.51788805044,67.2064692995
DY0740,0.3226005654,1,60.9356033924,1.68712067848,61.6427635484
DY0741,-1.39730303219,0,46.6161818069,2.47676363863,44.8454362888
DY0742,-0.712753435006,0,50.72347939,1.65530412201,51.4691859104
DY0743,-1.08200323177,1,52.5079806094,2.59840387813,55.0848243475
DY0744,1.66378164323,1,68.9826898594,3.29653797187,71.4999706432
DY0745,0.918169481392,1,64.5090168884,2.40180337767,69.7253710772
DY0746,0.484623853818,1,61.9077431229,1.88154862458,59.3113684123
DY0747,0.0490114715929,1,59.2940688296,1.35881376591,58.773750099
DY0748,0.650943637261,0,58.9056618236,1.58113236471,59.7190430705
DY0749,-1.39166905677,1,50.6499856594,2.97000286812,51.0762992272
DY0750,0.259541502869,1,60.5572490172,1.61144980344,62.9411316757
DY0751,-1.12650287563,0,48.2409827462,2.15180345076,51.2410058918
DY0752,1.88348793528,0,66.3009276117,3.06018552234,73.8186411846
DY0753,1.78415182493,0,65.7049109496,2.94098218992,67.7055844212
DY0754,-1.95453062863,0,43.2728162282,3.14543675436,47.8112938915
DY0755,-0.105386529086,0,54.3676808255,0.926463834903,53.4320758933
DY0756,-1.09923180321,0,48.4046091808,2.11907816385,48.8458638507
DY0757,-1.28180496173,1,51.3091702296,2.83816595408,57.432139623
DY0758,-1.54031185948,1,49.7581288431,3.14837423137,47.6938622971
DY0759,1.15268158222,1,65.9160894933,2.68321789866,66.7386457842
DY0760,0.713183778994,0,59.279102674,1.65582053479,59.1096167314
DY0761,1.17828941447,1,66.0697364868,2.71394729737,66.8133245635
DY0762,-1.33200531413,0,47.0079681152,2.39840637696,48.8261079595
DY0763,-0.880430866943,0,49.7174147983,1.85651704033,45.0684980481
DY0764,0.807076354603,0,59.8424581276,1.76849162552,60.1999654235
DY0765,1.12105607162,1,65.7263364297,2.64526728595,69.7027447832
DY0766,0.711428575676,1,63.2685714541,2.15371429081,61.0023356518
DY0767,0.0421387723704,1,59.2528326342,1.35056652684,56.9761124555
DY0768,-0.720541865707,1,54.6767488058,2.16465023885,54.7908785683
DY0769,-0.186324419665,0,53.882053482,1.0235893036,53.3521925316
DY0770,-0.875718938376,0,49.7456863697,1.85086272605,52.7670340172
DY0771,1.72830868892,1,69.3698521335,3.37397042671,69.2514179749
DY0772,-1.00629274595,1,52.9622435243,2.50755129514,45.3370630267
DY0773,0.80600631833,0,59.83603791,1.767207582,56.3321264614
DY0774,1.55546647223,1,68.3327988334,3.16655976668,71.345852879
DY0775,0.540456792898,0,58.2427407574,1.44854815148,60.0188629092
DY0776,0.517442707552,1,62.1046562453,1.92093124906,59.2253976047
DY0777,0.549889754089,1,62.2993385245,1.95986770491,63.9530457903
DY0778,1.6958161846,0,65.1748971076,2.83497942152,64.9669969235
DY0779,-1.81364115839,1,48.1181530497,3.47636939006,43.162379128
DY0780,1.07818954613,1,65.4691372768,2.59382745535,69.2191363646
DY0781,-1.55358617043,0,45.6784829774,2.66430340452,44.9073921255
DY0782,-1.64847428297,1,49.1091543022,3.27816913956,48.0979246007
DY0783,0.659616450145,1,62.9576987009,2.09153974017,64.6182662155
DY0784,-0.182803943077,1,57.9031763415,1.51936473169,58.6974085432
DY0785,1.15089610751,1,65.9053766451,2.68107532902,67.6041274789
DY0786,0.690228405099,0,59.1413704306,1.62827408612,58.448395167
DY0787,-1.78589939435,0,44.2846036339,2.94307927322,45.9081139554
DY0788,0.183660487441,1,60.1019629246,1.52039258493,58.3438031923
DY0789,1.89351279264,1,70.3610767558,3.57221535117,70.1492770655
DY0790,-0.0240811583303,1,58.85551305,1.32889739,58.4222209855
