obs_id,r_450,r_475,r_500,r_525,r_550,r_575,r_600,r_625,r_650,r_675,r_700,r_725,r_750,r_775,r_800,r_825,r_850,r_875,r_900,r_925,r_950,chlorophyll,water_fraction
SP0083,0.149230969393,0.147716047069,0.14734758441,0.145775895194,0.152145562572,0.149778500612,0.15028568439,0.137691228764,0.0665258830687,0.000580232197267,0.119211363131,0.282217615903,0.355464981767,0.376377688736,0.367755348134,0.374527093245,0.370798440429,0.377549158723,0.35112819014,0.325952264797,0.336484942711,57.8556927841,0.738280043544
SP0084,0.15044190687,0.151240035746,0.152676803348,0.153755842973,0.152920227269,0.153309452641,0.153288754994,0.147668922919,0.0900532921461,0.0514592728006,0.152887883961,0.304367616869,0.358715112055,0.363187010858,0.373611130237,0.372508203679,0.37785991049,0.368867389149,0.349104236144,0.315103957431,0.337501208039,43.6721395509,0.715967730869
SP0085,0.152981169187,0.148411106926,0.151637021745,0.150288223588,0.148288823999,0.152490549817,0.154955962359,0.145849708426,0.110797271211,0.0766855274243,0.175073461976,0.311599326493,0.350223250117,0.376543047928,0.367833570627,0.373941050215,0.374947902023,0.375190385255,0.355019281431,0.30031519391,0.327011400235,32.9817191231,0.892030492827
SP0086,0.15193074076,0.147493434627,0.149416107172,0.154990639623,0.148387211166,0.163317157592,0.156109228654,0.139253043824,0.0866904406593,0.0426824674467,0.142069058698,0.296928192269,0.354822273434,0.365309258481,0.37478036828,0.367808990454,0.375531822692,0.368699573294,0.350631648881,0.302585024605,0.325972380847,45.7567448977,0.865111459482
SP0087,0.152478423907,0.147954425945,0.151165182912,0.155637323905,0.158321747857,0.154286325038,0.154630464526,0.148623592429,0.127183147512,0.109873053768,0.200655905827,0.310854471287,0.35932275669,0.37403011987,0.364748614609,0.372786603239,0.371028374578,0.374846049907,0.362008092767,0.325229609177,0.345565748128,23.729189256,0.664537162319
SP0088,0.148167642518,0.147444887888,0.148708289956,0.153245496941,0.14808571716,0.153627790741,0.154939266895,0.14981495679,0.130811145284,0.127164034235,0.207693742983,0.312171493244,0.35800775541,0.366687500496,0.367869623842,0.370138833957,0.371132479796,0.370341828197,0.348247302214,0.310380976612,0.326071294587,22.2430776947,0.852957726146
SP0089,0.142928661289,0.150189097245,0.148205022741,0.162491065198,0.1470189185,0.149156814432,0.150653875004,0.145681551141,0.11032761531,0.0926038527909,0.181927903997,0.310037030334,0.364672259822,0.370817568827,0.37549955708,0.375901462929,0.374075475892,0.369242102351,0.349687814168,0.312004901318,0.331010260956,31.2960598357,0.871701259798
SP0090,0.148108905083,0.149789572119,0.14594966148,0.145373276272,0.154622024702,0.152911878225,0.152125102718,0.148019313278,0.103067107725,0.0662352623103,0.175034181476,0.303020370329,0.359656949931,0.367939478055,0.379974748435,0.373394969501,0.374549256152,0.377371389231,0.353364005904,0.320271483746,0.339955828329,36.1115250647,0.763092394166
SP0091,0.149225122743,0.152525602328,0.155010091084,0.140380078034,0.152957488497,0.156692560863,0.150574947454,0.13291932782,0.0859052280348,0.045327096315,0.150915282677,0.301386460069,0.358582392539,0.366605301182,0.377351121678,0.376078474582,0.369737706189,0.369360258171,0.355382633283,0.314555177555,0.339884272376,43.4085121749,0.724368597003
SP0092,0.14818811435,0.149176484368,0.15501646446,0.150985393612,0.148390076207,0.155206639477,0.152969889317,0.150473478561,0.115618543064,0.0958530943237,0.183765028095,0.306407178841,0.358224821646,0.370172152411,0.371582469883,0.371065860848,0.369141102483,0.379138844454,0.349907921825,0.316740637988,0.337799343035,29.2915704864,0.715116069837
SP0093,0.151956900051,0.146619831434,0.1508171407,0.157286751558,0.154473668339,0.14141439541,0.161921661886,0.142275262038,0.102230036099,0.0820694348149,0.175536368742,0.303688797504,0.347747913007,0.377063640477,0.376677543124,0.370303576165,0.378434166192,0.371031664542,0.350421399507,0.32386260347,0.336186281338,34.0725052271,0.685159344018
SP0094,0.14520334548,0.156551471628,0.149865842089,0.153622284488,0.153670131651,0.147511317489,0.154745998479,0.1420354759,0.078210105956,0.0175798362008,0.135687158925,0.292408705868,0.3641596101,0.370604617,0.376631060088,0.382623998555,0.374100449233,0.372291023585,0.361328617178,0.325835172846,0.336920508192,51.6017826138,0.602878436231
SP0095,0.143709922385,0.14901081289,0.157808425641,0.148430079487,0.149520933191,0.147539851772,0.157097281648,0.143403999207,0.0671270916561,-0.00829006740546,0.118527693715,0.293775793999,0.358408810654,0.372234359774,0.373512035898,0.372189160449,0.364065819699,0.373074146018,0.354012538943,0.328260158527,0.341887724106,58.4542113236,0.635138959345
SP0096,0.144244802084,0.147707351213,0.149145146128,0.150433713606,0.154016773924,0.143197162109,0.144121540114,0.134141053221,0.0800280814751,0.0169529813036,0.124915280549,0.300389766974,0.354840090911,0.373732783384,0.367749784165,0.374251145473,0.372814002141,0.373443346678,0.353818528787,0.311836267737,0.329868363649,52.1035330751,0.759445795868
SP0097,0.153298894503,0.148957254053,0.15113898796,0.149590236502,0.155989645757,0.145366440889,0.152331486875,0.142876635132,0.0940006844459,0.0637732725959,0.162985987401,0.305382057121,0.355074557291,0.378207285126,0.371215310721,0.369403749706,0.377760589028,0.364325574873,0.357832991057,0.31805854628,0.335354085738,39.2312263587,0.741781855668
SP0098,0.154290287578,0.151266991367,0.15280978705,0.148778908372,0.152217274632,0.151064697603,0.153213478582,0.145848914218,0.0928505985254,0.0536642306725,0.158314349297,0.29536630445,0.361265753517,0.374278132711,0.374191208541,0.37235769301,0.37282396833,0.367490564317,0.351449261031,0.313138254111,0.344523758392,41.8777504426,0.8454622254
SP0099,0.147318354705,0.148153152198,0.152023650034,0.148833990791,0.144821570625,0.148733979778,0.153525072065,0.141092001831,0.116384131105,0.0968973950881,0.191782083254,0.306119543259,0.359279343144,0.369481092436,0.370166852146,0.376785283931,0.373461827673,0.372268479959,0.355900794489,0.32511354082,0.33412892381,29.5936657114,0.659649539167
SP0100,0.142787522256,0.147554328096,0.147547753192,0.151731120556,0.154587452969,0.143042265002,0.144033473451,0.131951155066,0.0724768897332,0.00667941929133,0.125564003723,0.287826843293,0.349991541845,0.370926480339,0.368370008881,0.370453773466,0.378963143579,0.368720354647,0.347399706483,0.331612906101,0.332699645277,55.4913746018,0.610203400875
SP0101,0.146320987321,0.147545970323,0.148853766272,0.153837989269,0.151433052942,0.158006882552,0.15212375422,0.138093577642,0.0729393356597,0.0100576603081,0.127052601794,0.289186383202,0.353780857985,0.36677996537,0.376053307497,0.371921862699,0.373017601213,0.368561001894,0.348321939932,0.305929157067,0.326777511368,54.2169388305,0.859247938418
SP0102,0.148330032406,0.150199477609,0.146887395201,0.146119681411,0.14408465951,0.145097084336,0.1524740912,0.140887915307,0.0994377321381,0.0800464714488,0.173417927165,0.310544302275,0.357706775619,0.37369418785,0.382454610816,0.375682359731,0.375026401064,0.377329607638,0.357480747133,0.318983695073,0.341040948456,35.2782613868,0.659494201493
SP0103,0.152853797255,0.150576616986,0.153301165289,0.151589087356,0.147205536418,0.153336371556,0.156623852379,0.139315341084,0.0829539393411,0.0322422855931,0.150683676233,0.297742826047,0.357913868947,0.370430281388,0.371597207944,0.377889602392,0.369945120158,0.37398662859,0.352217498666,0.323937300306,0.337618573553,45.9984315462,0.735047187588
SP0104,0.150576126989,0.155588780258,0.148338384831,0.156202369441,0.156149699142,0.153610418567,0.151128502656,0.148820334769,0.110114734337,0.079155442964,0.168572066629,0.304676427217,0.367483928351,0.366466427913,0.370944685377,0.37609374074,0.374705447748,0.371972187141,0.35551869346,0.321555604771,0.335080486757,36.345595462,0.728899358123
SP0105,0.15250671658,0.145638550649,0.144681203075,0.15067502113,0.151517768266,0.152378076447,0.160048330193,0.142830341998,0.0849597845572,0.0319871774675,0.140568740776,0.297774158588,0.364650742838,0.372642247554,0.3740515496,0.370957662918,0.373940509465,0.37085173283,0.359510099684,0.320508174629,0.342022439829,47.5495317445,0.653020692416
SP0106,0.145158033049,0.148021139444,0.153607749645,0.150395829645,0.150640435645,0.159573573687,0.157308365193,0.147390600932,0.103219304748,0.0856066875539,0.177495748931,0.31830853244,0.362587634176,0.367546664411,0.37425626872,0.379349284358,0.376905514317,0.371227235628,0.351950275232,0.317788884932,0.337563428181,33.2772924872,0.749122873039
SP0107,0.145381115802,0.148729912835,0.148399231491,0.146222130004,0.158625438641,0.14206015141,0.14848066077,0.1423347913,0.0688410223181,0.00139696578256,0.118103670814,0.29353120712,0.368336252072,0.368448229081,0.372777592084,0.374705454196,0.371496772507,0.371056547073,0.353956156949,0.317244904836,0.330420251332,56.9845092541,0.830625301996
SP0108,0.155318666077,0.14885508322,0.147767406277,0.149197086222,0.15407740661,0.150676162187,0.14743862855,0.149580769245,0.134989479295,0.122740186483,0.207868213421,0.323283692047,0.359373696624,0.37071182634,0.374661731949,0.374915267494,0.369027557306,0.376140401826,0.361554850308,0.327070682646,0.337477760362,20.4310077867,0.62406924779
SP0109,0.14991860145,0.149078902873,0.145601574896,0.153613057118,0.149566667736,0.153573555529,0.14879981121,0.142316118288,0.116646116677,0.095972251765,0.189566736753,0.313929066927,0.353890122193,0.370389434644,0.372146657753,0.361197227687,0.370994121753,0.369164660737,0.344844919688,0.308996223857,0.33918042884,28.8691300597,0.804167006803
SP0110,0.147123806414,0.148614083608,0.143082548261,0.14049704979,0.147791002228,0.153921468969,0.154579064126,0.147748877296,0.129624946395,0.124501465271,0.20184228918,0.316019655326,0.358016547108,0.363752352863,0.371150485934,0.364435440169,0.368959170869,0.374806324606,0.360500352252,0.319287142452,0.340742667379,22.096935358,0.607724294979
SP0111,0.143095504042,0.150842739456,0.145620132445,0.151771287224,0.153517120685,0.156154430398,0.150306496613,0.145180338229,0.118215182856,0.104021058519,0.187003398904,0.315720456289,0.356950960692,0.369841968571,0.36738950622,0.3722196964,0.371547096017,0.377010742149,0.345717881727,0.308947294958,0.330326524976,27.6320068792,0.873605669036
SP0112,0.14834580531,0.148447451638,0.151225456908,0.149697997137,0.156290532061,0.149922531799,0.145193095396,0.149903383127,0.126549015467,0.114314657685,0.206340357422,0.316721582699,0.363970741912,0.3676304934,0.380385931297,0.376608193894,0.371011990293,0.370640169318,0.348556511502,0.309627960379,0.339374732331,24.4319816509,0.822259374917
SP0113,0.147704310455,0.158107651475,0.150287694421,0.155525934186,0.148684395769,0.149364155675,0.156360776001,0.147025039653,0.103703055196,0.063214182636,0.163155068541,0.299215868963,0.350556642538,0.36828485957,0.363095762814,0.367013463215,0.368044879762,0.372348785742,0.34664952937,0.314925088453,0.324467581066,39.7347770668,0.798158236186
SP0114,0.15040777456,0.15002605573,0.148789368089,0.145837043213,0.14156543712,0.153803912741,0.155886073928,0.146609040112,0.096385141803,0.0474338135763,0.150437462719,0.29827290509,0.356034110382,0.377160885424,0.371986814184,0.370629955621,0.372832713053,0.373337943218,0.355281938029,0.319785257013,0.345364180692,43.6801534327,0.627826262029
SP0115,0.151504826047,0.148832674782,0.153193753719,0.15017473053,0.147909685647,0.150564660652,0.148521514398,0.148701283756,0.0768861514951,0.0283964396609,0.139604231563,0.299445434823,0.35529497611,0.367259631585,0.372288520396,0.37190967866,0.373207068873,0.366456741543,0.355975790508,0.324829928812,0.349826130115,48.3704477629,0.607576592499
SP0116,0.148378413333,0.148404259481,0.148427986406,0.150272500327,0.15025703025,0.146618232029,0.153281531969,0.14562989427,0.114027312915,0.0889980883398,0.176620621206,0.30703562204,0.357123018913,0.373190447571,0.369316862095,0.370405607575,0.373364888823,0.373607858349,0.353314616298,0.320046836944,0.339676495433,30.5449326079,0.722180104413
SP0117,0.146458001203,0.155543866779,0.147401443664,0.151611557422,0.151048946969,0.157093310533,0.161601411919,0.143761221591,0.0839916609287,0.0315528983674,0.140410689426,0.295476258922,0.354730499575,0.37240919475,0.37804013382,0.375837275264,0.37140809639,0.373441308208,0.349638096461,0.310890582257,0.337260642583,48.1521406607,0.858540766004
SP0118,0.151107593165,0.15170401946,0.150683218392,0.153718838693,0.146078708596,0.145478729294,0.155201351021,0.142328975359,0.0811594219513,0.0129150529912,0.129968600633,0.290210333349,0.359723320838,0.367403052934,0.373925497649,0.369500018244,0.369686797931,0.369426067258,0.350536041217,0.320492472672,0.336448932285,54.0423406751,0.772941886083
SP0119,0.146247899078,0.145932928761,0.15043682067,0.159773390278,0.152635175365,0.149981883376,0.155740765285,0.145373612556,0.0772393956781,0.0200768343257,0.123475845222,0.289733575776,0.353849730215,0.368668136125,0.367997033854,0.368704221987,0.375037720271,0.368900892304,0.354518660976,0.320066846966,0.34651088221,52.4802801239,0.654116927163
SP0120,0.15407528219,0.146977388075,0.157383353113,0.145777884724,0.149825607594,0.144947770605,0.150366770361,0.151290571838,0.105341755515,0.0603392341493,0.16515914215,0.31119373905,0.366703906531,0.370312464033,0.370472126499,0.374975575661,0.376727892601,0.364792757964,0.349258093308,0.325419075661,0.341037338964,37.4701462689,0.675868530007
SP0121,0.143594288322,0.150653557561,0.144510397584,0.151811939198,0.159109167297,0.152791542887,0.148020662753,0.157099005313,0.128981596896,0.126445458016,0.205844628676,0.320519439594,0.355643723933,0.367881034542,0.377575799946,0.37035306855,0.363215459998,0.37630078171,0.349255874749,0.321622369612,0.341145761452,20.327242056,0.692337599868
SP0122,0.150038238438,0.151571313891,0.150269931941,0.150717022056,0.153798583626,0.141768496387,0.151222202676,0.133310177285,0.0843916091904,0.0265744676187,0.129694525748,0.295247353813,0.354458354551,0.368843254319,0.371393620537,0.372992609073,0.374199213537,0.365553193875,0.355477857462,0.311931164653,0.333254138736,50.4915742104,0.732632724835
SP0123,0.149193115875,0.148269985245,0.153060475991,0.152595617164,0.154075501043,0.155460550675,0.152098513985,0.144216547499,0.120558950064,0.101930596356,0.200058886745,0.307371666286,0.351488714523,0.367163882164,0.377602220584,0.372865839693,0.375967975593,0.369201951817,0.349404925681,0.322738224172,0.341869746679,27.2834720262,0.684011267114
SP0124,0.151645264069,0.1499954986,0.155237782942,0.155805229157,0.15600783278,0.151947330088,0.146426080958,0.14199891743,0.0922239833805,0.0484912812755,0.15689560877,0.295023654244,0.35427614782,0.37258565156,0.374517661306,0.368765864553,0.371789475166,0.374378526962,0.358452464396,0.325296409675,0.340254384658,43.866749014,0.602625720744
SP0125,0.152688329333,0.157549166494,0.158622426688,0.156142092396,0.150738338148,0.151295262194,0.143504685151,0.138197081856,0.0891483018788,0.0386961624622,0.151582228495,0.29713740987,0.358113928949,0.367868075553,0.369832370792,0.369730443331,0.36928147198,0.376352928457,0.351537226074,0.312187684828,0.334826681455,44.0133429094,0.779659079699
SP0126,0.147460063085,0.156503891528,0.150168575199,0.14803381641,0.159119107212,0.15178219316,0.143662753685,0.143479583704,0.0830234093236,0.0393461462329,0.14251879315,0.293130836933,0.355937742428,0.373472496845,0.37543320321,0.37460047849,0.380574631034,0.372349680458,0.345019900346,0.306191428585,0.329102320159,47.4158818247,0.862863963262
SP0127,0.150367191155,0.15555425416,0.149084167203,0.149626323687,0.153740864676,0.146477130871,0.149212565679,0.152371210738,0.104476973247,0.0766654547272,0.178932187158,0.309814564568,0.362208218726,0.371846357001,0.379913736537,0.367316917177,0.373929321929,0.373190315285,0.355823762148,0.318896142331,0.337664557848,34.8954493183,0.633582800926
SP0128,0.143284270691,0.152188099321,0.149205794201,0.146480467816,0.155393524502,0.14908630723,0.146803165614,0.147400555248,0.123211557064,0.104648197976,0.194493170386,0.315062408281,0.357140737802,0.364918319668,0.375295330505,0.372480960627,0.36875932677,0.377941364747,0.352085759754,0.319541180857,0.337364649644,27.2767874383,0.769896125027
SP0129,0.152082778532,0.147894154608,0.152410918166,0.15334994629,0.145520702198,0.155096169905,0.151150633069,0.149325539607,0.0930072134026,0.0476404372077,0.16278238479,0.305760601026,0.359737333013,0.371546593198,0.3653131857,0.372791494151,0.369668127776,0.367674482012,0.342146271547,0.303518088476,0.335574495946,42.1336265087,0.857178455077
SP0130,0.149466966052,0.152195715429,0.155571628814,0.151441892015,0.153503351263,0.150204582121,0.154144713805,0.132818016842,0.0574629299576,-0.00104925864128,0.110811974972,0.284629994029,0.354391023368,0.363926287935,0.374170307582,0.372947195069,0.373281053411,0.365121120229,0.349645875238,0.307524599339,0.333334909058,59.1871249508,0.86382111397
SP0131,0.149709018039,0.146362358104,0.151646932431,0.149284973721,0.148641857734,0.157958933837,0.147562148189,0.137281282618,0.0788058918814,0.00751048148915,0.12309804218,0.295432606289,0.358138446321,0.369490860833,0.375845397521,0.370106402165,0.373447466812,0.372885498803,0.356762055833,0.320835099607,0.34371010123,54.1272749028,0.628344220609
SP0132,0.152241473995,0.152398798618,0.145250581604,0.160343370282,0.148076760696,0.148281953858,0.149210676565,0.143694868398,0.106035911497,0.0802091802324,0.18010909014,0.307048036663,0.357844231426,0.36758491269,0.369017172348,0.377548945322,0.378895903145,0.369478150283,0.351723744823,0.318957691802,0.341899861325,33.0400515003,0.687725515516
SP0133,0.144133972534,0.153550739338,0.151765285387,0.153229373866,0.153812585151,0.155493095555,0.152304062599,0.140715253039,0.079857013133,0.00889164209849,0.121353274384,0.288499105349,0.361098143691,0.365970921548,0.367242082949,0.375521301023,0.374697530928,0.368550729974,0.348925676979,0.323056980352,0.332898563857,56.0266412962,0.683546498359
SP0134,0.153307476378,0.151058285265,0.14795334119,0.153399170383,0.151216740126,0.15127803673,0.1550410299,0.133735575801,0.0750642009338,0.006217418663,0.122924449692,0.28340029687,0.358661556051,0.364819443668,0.366247806281,0.372375892397,0.370560108296,0.371069257443,0.351306675022,0.323469968078,0.339910562967,55.0427184505,0.687691941731
SP0135,0.149032259694,0.150671599115,0.152948352253,0.154039406599,0.145483104584,0.154482139259,0.151800732654,0.142756436719,0.072142394418,0.00998724322179,0.120751024725,0.293111735129,0.357785200865,0.368458240924,0.365840548498,0.368793455168,0.377622374681,0.374863873432,0.358213904372,0.317417630321,0.33967259936,55.3448588811,0.708031253116
SP0136,0.157108103611,0.154923376345,0.148589914112,0.15235893519,0.155070137483,0.146100123601,0.153855465836,0.146788736967,0.0959886071869,0.0741031702005,0.165941521363,0.306686002893,0.359247994705,0.371835385722,0.369507417968,0.3706972726,0.376643717891,0.370131457449,0.34417928173,0.308236510502,0.334382946009,36.0193618155,0.822229000712
SP0137,0.149876684276,0.149515548049,0.143612389849,0.157422205521,0.149303912668,0.15568826678,0.148403864936,0.145288770263,0.0676396417476,0.00584881162241,0.127806827038,0.290494493934,0.359640902672,0.372890529603,0.373105319639,0.376504748865,0.373425090164,0.373210920904,0.360681529463,0.319497916764,0.34255317638,56.2449538231,0.699174765083
SP0138,0.159014247832,0.143551264165,0.151547306242,0.149239091378,0.15599216539,0.149394489423,0.152990131321,0.134241466712,0.0760234601496,0.0130463625179,0.127198409133,0.289584611496,0.363200136748,0.372696614084,0.364844591063,0.37903613349,0.369238412179,0.377657161716,0.363205040853,0.323733532967,0.344592556795,53.5951352519,0.66569519178
SP0139,0.151327465655,0.150937515516,0.152434889998,0.152081783513,0.14998281309,0.155228167159,0.15413713859,0.146278427371,0.125899229498,0.107366962544,0.193326333882,0.311398163824,0.364469456722,0.370281119392,0.363857463412,0.376125084772,0.369019709527,0.367999697324,0.356146210175,0.319130370321,0.336419032161,26.4164474451,0.754550299348
SP0140,0.144377230312,0.155394242988,0.153720399916,0.149664645103,0.151153152974,0.149317460692,0.14872004889,0.134380010925,0.073330967542,-0.0082302286789,0.109921951313,0.286654929768,0.354772441993,0.361764289821,0.369759406237,0.372473342922,0.372338886888,0.374896128247,0.352953267383,0.307020255267,0.334900911334,58.4133360219,0.798849248402
SP0141,0.145317129525,0.150319131426,0.154257532935,0.151124106359,0.150023134682,0.157763897448,0.157445695154,0.145892000152,0.10914116137,0.0826348408211,0.18443588888,0.307165778762,0.359509798865,0.372801129575,0.374371478766,0.376914843735,0.37113025066,0.366623992494,0.35453216921,0.320219492223,0.329477411177,32.5137266888,0.813716691753
SP0142,0.144672837696,0.147436707007,0.154282863668,0.149413070344,0.149525249822,0.144559451619,0.149204891163,0.129931149536,0.0662805638403,0.000240092702188,0.120105954327,0.286908710776,0.35176073323,0.364339209755,0.368635331552,0.36655092254,0.368781784642,0.372026894884,0.354774904501,0.308421542228,0.328950603113,56.6502232244,0.824717104005
SP0143,0.151379643772,0.15022438349,0.157530962677,0.151077050113,0.151090633867,0.150323603192,0.142194233571,0.152046305453,0.125821172594,0.103307681755,0.198692681809,0.313877036409,0.35788059583,0.366697083172,0.376643344749,0.379915735252,0.376637083684,0.375689431113,0.351626457102,0.312069197067,0.337652402913,25.1652999571,0.848075078499
SP0144,0.15516517542,0.154941835265,0.148545088274,0.146722163421,0.153690286132,0.148720398369,0.155757616841,0.145853642061,0.111879877784,0.0998290817331,0.186455787313,0.309977697064,0.360740675808,0.365407240128,0.370518984689,0.37351308817,0.376857899063,0.367054509462,0.355356042843,0.314399314852,0.33685812264,29.6153540992,0.756778151186
SP0145,0.150274414439,0.155601952281,0.15633782815,0.147038567579,0.150310725688,0.154324169987,0.157809896791,0.146830493719,0.121178238347,0.105263327786,0.198885983148,0.314659563364,0.358110037607,0.37495862664,0.374725814246,0.375657761676,0.374227429826,0.371967563425,0.353286868703,0.327275396077,0.344726211096,27.30047053,0.609419413955
SP0146,0.152813792511,0.152139586419,0.155485055224,0.152630661775,0.149722639724,0.157724680833,0.153990399437,0.150179886121,0.107276825339,0.0783896647265,0.169197764283,0.301731466441,0.35461693579,0.371025602453,0.369530522905,0.36480356609,0.368444877223,0.373833392859,0.345027989478,0.309369137003,0.332156438444,34.0301193611,0.860819083778
SP0147,0.148732966096,0.154655755393,0.153402377005,0.156917341392,0.144540343107,0.145525419702,0.151901320126,0.146134283072,0.106960313355,0.0866304514132,0.178676067615,0.307616393978,0.356090276355,0.363789576014,0.372251730788,0.371287803257,0.376488507656,0.372131474429,0.348421147664,0.30795318946,0.330708378344,31.9070349663,0.881605268161
SP0148,0.151886799431,0.145911306946,0.153584231845,0.154518411298,0.145711289134,0.152105984134,0.141494265856,0.136854316406,0.0653855660425,-0.00371766729501,0.112083899337,0.286573498792,0.352738718837,0.367165218345,0.36989163829,0.375821692089,0.378023605935,0.369273064067,0.360144264346,0.331600298875,0.340184511336,59.4891422949,0.625695152048
SP0149,0.146169630974,0.151556651367,0.152364867506,0.152275255937,0.155992113909,0.154022893465,0.154340510758,0.146908947575,0.12371876069,0.111980780781,0.20700296374,0.30975897928,0.355452215458,0.359688619736,0.373148085591,0.368339652007,0.375622937694,0.366703201224,0.354997389492,0.318387920712,0.336372884229,25.3070947443,0.713795149755
SP0150,0.158483011944,0.142739357868,0.156083709979,0.151187368071,0.155328172839,0.152000026454,0.148971611052,0.144772588007,0.0848634052593,0.04320366595,0.162067575661,0.291830669519,0.356102816033,0.373216522181,0.363050894511,0.373799366553,0.36684541781,0.368621302116,0.360549269446,0.31521938866,0.334610454533,42.6197970697,0.742889435516
SP0151,0.145655002127,0.146600155907,0.151093218199,0.15409026095,0.146581748135,0.137669301388,0.153772479667,0.144975705284,0.0845444502845,0.0261115106679,0.142707876734,0.298592550349,0.361586621682,0.364332596179,0.370242131374,0.378177091058,0.37242646087,0.374565051297,0.353685077213,0.322416646914,0.338359306165,46.3912016421,0.653910261101
SP0152,0.150092376614,0.150030357259,0.144676171286,0.150162945958,0.151080649693,0.149729387853,0.14959152088,0.139206070262,0.0964469332198,0.0704385513515,0.158435157386,0.301611838178,0.354698381449,0.361914550233,0.371683899738,0.374421838785,0.370782198287,0.376629547716,0.352616303762,0.316924964288,0.338426535964,39.0174660345,0.809372949423
SP0153,0.149518379398,0.154635307557,0.152299966301,0.146774611134,0.155728355671,0.155102475538,0.156264082432,0.145893940633,0.0647741595267,-0.00828888548182,0.12349203716,0.287503601559,0.355779781611,0.372747201596,0.367869020128,0.373724258846,0.371563752267,0.371400301281,0.346730667113,0.308904607388,0.335496099839,58.0426728384,0.816447053771
SP0154,0.149463130357,0.139103552667,0.150446035169,0.150896483952,0.146160519108,0.158449098317,0.148826629847,0.138237321371,0.0820058060416,0.0332457511225,0.141888473065,0.292544086284,0.353898453569,0.363285169881,0.369511426712,0.373394395926,0.369154407317,0.36889766316,0.348392607817,0.307795454845,0.329285793854,48.0901769434,0.891489404765
SP0155,0.153068873974,0.151080451703,0.151592791924,0.149762027427,0.150710160951,0.147471946534,0.15120152583,0.147581435296,0.122792574484,0.10115280157,0.203410174727,0.317893281916,0.36909304073,0.36773461388,0.372560084045,0.376458005777,0.368379209989,0.375208559526,0.353652610257,0.316466269389,0.331350026787,25.9386112339,0.768083285926
SP0156,0.149655742559,0.151076158882,0.150149575297,0.151432913771,0.148535022898,0.152271559336,0.156403759284,0.151410183014,0.122280372648,0.106817966838,0.199803292403,0.31641733846,0.358005285193,0.370851922898,0.379019382268,0.374194854831,0.373839999975,0.375825711392,0.354898696458,0.316448722831,0.336633361621,25.3704834671,0.76046619798
SP0157,0.152095721537,0.151682534837,0.150856727179,0.161454191931,0.152386944729,0.15414523963,0.14391063798,0.142155331412,0.0982736495269,0.0441575969674,0.153705356644,0.296474671559,0.359359156263,0.370554921248,0.368414430174,0.37560149665,0.369576273142,0.375009606622,0.351532436051,0.323695277958,0.333017442622,42.8002959048,0.718245764009
SP0158,0.148813542858,0.156313910963,0.154916749869,0.145865319437,0.1449010244,0.161742685189,0.150579507967,0.14275701688,0.0794893936645,0.0283907475401,0.140940268637,0.299463573814,0.356635686428,0.370303802624,0.377647303874,0.371593651243,0.37396048725,0.373579027646,0.356634355793,0.316774335767,0.329220041545,48.5748658804,0.765909948988
SP0159,0.14299010634,0.151353465063,0.15119508571,0.145855319253,0.148609680583,0.151399371025,0.152248639364,0.137711656095,0.0806585664193,0.0294234057287,0.139467708979,0.294330388492,0.356071707196,0.37619298587,0.373584700909,0.373940112323,0.373601037181,0.369481519272,0.349457957918,0.309915807074,0.335886446726,47.6991767342,0.753033345973
SP0160,0.145990859219,0.155376100449,0.148648733278,0.148477799547,0.157552381686,0.151968635908,0.15543420664,0.152903673865,0.112807217424,0.0884404338775,0.175943782333,0.311409052219,0.355506132867,0.364772230216,0.371082278536,0.368958776893,0.373039202605,0.370273126442,0.354674339656,0.321445080033,0.343487990129,33.3102116208,0.696398563857
SP0161,0.152086582271,0.14702529748,0.151206540369,0.151036217897,0.15439441588,0.152291273353,0.142468952803,0.137586432215,0.0941212653902,0.0528098197874,0.154831932955,0.294229103447,0.352068962477,0.36998397593,0.373734915314,0.371746318579,0.377057782583,0.372114194559,0.343572619764,0.310557833003,0.332445474575,41.9703511264,0.827960975695
SP0162,0.150702835694,0.14593300113,0.157154303749,0.156281251647,0.147362036225,0.147871389572,0.149888715503,0.143825113121,0.130459004284,0.122665373475,0.210477827012,0.305512341405,0.358674877484,0.367830668577,0.375806935506,0.374788088501,0.380506652455,0.36715329186,0.3568729076,0.314864231413,0.335665607935,21.5473793712,0.689227341592
SP0163,0.155082722576,0.152196110707,0.148478574541,0.150212723939,0.155069472225,0.144781817385,0.155469767096,0.141006225925,0.105045920404,0.0722412380504,0.172997758665,0.300350331777,0.35648169135,0.367376157264,0.373199104965,0.371226577701,0.369836406043,0.380752772598,0.350665811568,0.314953416312,0.343458159646,38.6692830195,0.79198072198
SP0164,0.145588518517,0.152492936947,0.151876195339,0.151063922852,0.148422641752,0.153375084649,0.15276752579,0.144483558662,0.0872678853396,0.0279062573964,0.136163312265,0.296711709961,0.352593194988,0.371616349751,0.372888752325,0.373112735401,0.368267148037,0.372830647779,0.3523892775,0.317264285619,0.333205661431,50.0283010837,0.665911594207
SP0165,0.147778859713,0.150708964913,0.15148340623,0.14669812505,0.15346801979,0.153334531796,0.158827055282,0.13886135595,0.0996464653001,0.0692596103144,0.17044313581,0.301019732389,0.362780286,0.375427758791,0.374562878831,0.376877433434,0.372107216348,0.372525053953,0.358104249301,0.329158337366,0.33041334518,38.120903523,0.730284357256
