id,x1,x2,mu_truth,sigma_truth,y
DL0368,-1.306606747,1.215115122,2.567772187,0.5851892145,2.745860717
DL0369,-0.2544835298,1.179359921,3.328853577,0.3958070354,2.825512963
DL0370,1.709484104,-0.118118399,4.674450779,0.5577071387,4.673252392
DL0371,1.29127776,1.223563201,5.070015927,0.5824299969,5.054101681
DL0372,2.495338897,-0.4041290506,3.706759004,0.6991610015,4.444316532
DL0373,2.276820994,1.756659202,4.01387735,0.759827779,3.3615414
DL0374,1.665728882,-0.407863999,4.966858253,0.5498311988,5.136075321
DL0375,0.8432495199,-0.7317600708,5.036592737,0.4017849136,6.154898532
DL0376,1.255061936,-0.9239268498,5.671588622,0.4759111485,5.757703608
DL0377,0.1171101166,0.8561542359,3.62018358,0.371079821,3.653104281
DL0378,-2.437405993,0.4002602648,3.042549459,0.7887330788,0.9957371736
DL0379,-2.160141959,0.01829298671,2.074064102,0.7388255526,3.289602616
DL0380,2.468692558,0.220935121,3.156717821,0.7943646605,2.370384848
DL0381,0.516648462,2.405784147,6.794089196,0.4429967232,6.56675614
DL0382,1.872985921,-0.2788542359,4.628829822,0.5871374657,3.739921569
DL0383,1.397384132,0.6042756875,4.695174921,0.6015291438,5.31557505
DL0384,1.399854366,0.2636058542,4.698377014,0.601973786,4.958713662
DL0385,-0.6417833706,1.270463123,2.919894449,0.4655210067,2.527954118
DL0386,2.379425805,-0.2319616962,3.731067873,0.678296645,3.239251766
DL0387,1.638377097,0.4855989704,4.512451828,0.6449078774,5.735556162
DL0388,1.705407503,-0.8144869127,5.451181441,0.5569733505,5.295967933
DL0389,-0.297745825,-0.4314989839,2.427903891,0.3035942485,2.419797563
DL0390,-0.788462468,0.6741715053,1.975913369,0.4919232442,1.227048987
DL0391,-0.8582318509,-0.2262033103,1.417169836,0.4044817332,1.662225245
DL0392,-2.30149651,1.80920201,5.590304558,0.7642693718,5.913225058
DL0393,0.5490757671,-1.447711038,5.532975613,0.3488336381,6.555318457
DL0394,0.3948614497,0.3410673878,3.838185584,0.4210750609,3.823481035
DL0395,2.197651096,-0.2602331872,4.107338249,0.6455771972,4.095979949
DL0396,2.058056984,1.062972518,3.976258133,0.7204502571,3.608756527
DL0397,0.5730161781,-1.821248636,6.332041205,0.3531429121,6.08019843
DL0398,-1.051689432,-0.050395717,1.267971554,0.4393040977,0.8650981552
DL0399,-1.304272083,0.1503614573,1.281102932,0.584768975,1.118501719
DL0400,0.4794451744,-1.426906213,5.338684299,0.3363001314,4.758649839
DL0401,-2.113901657,-0.9188469423,1.760891138,0.6305022982,1.487250118
DL0402,1.75758969,1.324920954,4.695881173,0.6663661442,5.469201765
DL0403,-1.338381623,1.117500094,2.411437037,0.5909086921,2.440464083
DL0404,-1.356809284,0.7660058005,1.889445881,0.5942256711,3.017939197
DL0405,-1.174870237,-0.5153284422,1.15741917,0.4614766427,1.732282529
DL0406,1.729684924,2.281995795,6.058096765,0.6613432863,5.169478156
DL0407,-1.378815348,-1.175027118,1.398641702,0.4981867627,1.466015689
DL0408,1.673943926,-1.552778664,6.865991094,0.5513099068,8.128475984
DL0409,1.039165683,-1.096494637,5.766530342,0.4370498229,5.55278036
DL0410,1.532048382,0.4293133732,4.607070896,0.6257687087,4.151545191
DL0411,0.569609636,0.2834830276,4.124446572,0.4525297345,4.285418522
DL0412,-0.1653410524,-0.034977413,2.643850667,0.2797613894,3.147123471
DL0413,-1.483602953,2.581787161,6.24608234,0.6170485316,6.867253049
DL0414,2.435732901,2.022493591,3.916127752,0.7884319222,3.283731762
DL0415,1.028888629,-2.039327448,7.721024101,0.4351999532,7.238579713
DL0416,1.252559921,0.0749111926,4.766119303,0.5754607857,4.918003071
DL0417,-2.086190954,1.213477045,3.623631782,0.7255143718,4.437554846
DL0418,1.223741711,-0.008741934562,4.794374583,0.470273508,5.10543809
DL0419,-0.9830620683,0.270662677,1.469351893,0.5269511723,1.711565597
DL0420,1.372114446,0.8435171609,4.781085369,0.5969806003,4.472362762
DL0421,-0.2924515516,1.443078624,3.674264112,0.4026412793,3.408442261
DL0422,1.37183262,-0.5427930589,5.217546194,0.4969298717,5.43382819
DL0423,1.336124323,2.390395996,6.823889343,0.5905023782,6.891365091
DL0424,-1.008528082,-1.112429816,1.603696948,0.4315350547,1.556317042
DL0425,1.2728445,-1.680393581,7.099961722,0.4791120101,7.224976318
DL0426,-1.751137158,0.7580932388,2.228186401,0.6652046884,1.646967112
DL0427,0.7215899963,-1.245864414,5.539380172,0.3798861993,5.60558716
DL0428,-0.5750812732,-1.146055839,2.34581554,0.3535146292,2.37027649
DL0429,-1.357324725,-0.719507219,1.145944179,0.4943184505,0.4777888899
DL0430,0.4668302129,0.3207070618,3.960603089,0.4340294383,3.870095955
DL0431,0.7512424864,-0.1498673409,4.463413599,0.3852236476,4.865626984
DL0432,-2.390258708,0.4572663429,3.011737663,0.7802465674,3.057995406
DL0433,-0.178473328,1.156336081,3.425081418,0.382125199,2.743448354
DL0434,1.693442267,-0.1797013203,4.736097482,0.554819608,4.177697399
DL0435,-1.927519281,0.3097400231,1.935189446,0.6969534706,1.721430092
DL0436,0.914748925,2.0098038,6.180448231,0.5146548065,6.793265428
DL0437,-1.807813124,-0.4981517929,1.334241072,0.5754063623,1.969756493
DL0438,-0.2732267196,-0.4046468819,2.471707865,0.2991808095,3.009339814
DL0439,2.404461743,0.9769793487,3.158979148,0.7828031138,2.537122531
DL0440,0.0985859199,1.069510985,3.804665224,0.3677454656,3.537702631
DL0441,-0.2810164362,-1.299760522,3.205762215,0.3005829585,2.819235574
DL0442,2.467929969,1.283579044,3.119831266,0.7942273945,2.349252926
DL0443,0.8178869785,-0.3357189518,4.654453928,0.3972196561,4.547460116
DL0444,0.7969853348,0.3824098525,4.444559853,0.4934573603,5.118072962
DL0445,1.505829855,-2.125225629,8.354222881,0.5210493738,8.095067626
DL0446,-1.817317651,-0.1580690523,1.437818566,0.5771171771,1.712392681
DL0447,1.294015967,1.208632724,5.055748816,0.582922874,6.003813317
DL0448,1.47058943,-0.6229268142,5.300309738,0.5147060974,5.485694199
DL0449,2.120779102,0.02699683603,3.991747338,0.7317402384,3.507659336
DL0450,-0.8776665066,-1.014048684,1.68984366,0.4079799712,1.698406026
DL0451,-2.06746268,0.7382314462,2.729418668,0.7221432823,3.042306847
DL0452,0.6409172533,0.725960106,4.378892634,0.4653651056,4.485867077
DL0453,2.401009746,0.9480858583,3.16105719,0.7821817542,3.897781702
DL0454,1.361750073,-0.8035375683,5.534490588,0.4951150131,5.498785216
DL0455,1.36712564,-0.4435344702,5.116048787,0.4960826153,4.952412937
DL0456,1.518783364,-0.4291113576,5.07264281,0.5233810055,5.164980471
DL0457,-0.9065492841,-0.1097327976,1.37766276,0.4131788711,1.436028001
DL0458,2.171705245,-1.600227581,6.543288254,0.6409069442,6.367715532
DL0459,0.4838165582,0.2505378028,3.979414028,0.4370869805,3.833578251
DL0460,-1.12448608,-1.504155469,1.896316763,0.4524074944,2.007204685
DL0461,0.3293793356,1.344481767,4.532280303,0.4092882804,4.229207744
DL0462,0.6571431232,0.8302648002,4.465000923,0.4682857622,4.899629114
DL0463,-1.608588736,-1.972885015,2.345080503,0.5395459725,1.179676253
DL0464,-2.005192576,1.527025776,4.146647916,0.7109346637,4.130172309
DL0465,2.403073116,0.6931964004,3.140355691,0.7825531608,3.515343715
DL0466,0.6499296322,-1.164703684,5.276830367,0.3669873338,5.78691915
DL0467,-0.04143009528,-0.1958064588,2.92879565,0.2574574172,3.190571515
DL0468,1.291315638,-1.394451645,6.499304338,0.4824368149,6.628286071
DL0469,-2.46149971,0.6903536353,3.520836244,0.7930699478,2.615691159
DL0470,0.1230250208,-1.424292797,4.441833596,0.2721445037,4.264985853
DL0471,-1.70570243,-1.050082359,1.379710857,0.5570264374,1.957559006
DL0472,-0.7783181368,0.1254889467,1.5956565,0.4900972646,1.929473811
DL0473,-2.23681772,-1.393791294,2.182351057,0.6526271896,2.17750273
DL0474,1.557432862,2.048693186,5.91228438,0.6303379152,6.301781846
DL0475,-2.413215505,0.8210635839,3.62638806,0.784378791,3.268896566
DL0476,-2.359908325,0.8769659274,3.598737972,0.7747834985,4.414459166
DL0477,-1.24121878,-1.496650635,1.787745297,0.4734193804,1.917623777
DL0478,1.112397763,-1.401133813,6.375403023,0.4502315974,5.907324265
DL0479,0.247704831,1.157066242,4.163225662,0.3945868696,4.071015038
DL0480,-0.9242511068,-1.341199391,1.943949241,0.4163651992,1.496921259
