id,amplitude_truth,phase_truth,trend_truth,target,t01,t02,t03,t04,t05,t06,t07,t08,t09,t10,t11,t12,t13,t14,t15,t16,t17,t18,t19,t20,t21,t22,t23,t24
SEQ068,1.079428166,-0.4171044109,0.02041264921,1.231836066,-0.4231086513,0.1408243827,0.5659169212,0.9123325192,1.148328422,0.9639477491,0.4998431327,0.0009792359061,-0.3963436848,-0.7545605713,-0.9053129654,-0.5861508086,-0.1638584054,0.4628779384,0.997857716,1.279477689,1.452299164,1.108857717,0.7451066016,0.3637229801,-0.09263460867,-0.5623105439,-0.5015507674,-0.4835328698
SEQ069,1.487693484,-2.319622023,0.01778412877,-0.7993810338,-1.153446758,-1.458174583,-1.300849929,-0.9781291663,-0.3139179667,0.5544201021,1.120400592,1.585218894,1.624768954,1.177704846,0.5055680878,-0.2863835478,-0.8222169513,-1.190561843,-1.046532908,-0.6772063238,0.06065502856,0.6964540664,1.297498918,1.719550642,1.772361251,1.356392657,0.6910901404,-0.1532548209
SEQ070,1.070883619,0.8565876006,0.02940114122,1.054263589,0.7767242313,1.063131157,1.142102704,0.8113935574,0.3507209799,-0.1428958415,-0.646200443,-1.035085144,-0.7346844482,-0.5529050991,0.1421526298,0.7401316019,1.04658931,1.556880696,1.353657382,1.092340084,0.7130257461,0.1841014703,-0.1807979692,-0.4953481911,-0.4067080924,-0.02895870239,0.608596545,1.028626654
SEQ071,1.330567363,2.395458779,0.02542564157,-0.6719527909,0.9673605025,0.4231401959,-0.2494201124,-0.8225169005,-1.347924406,-1.182872861,-0.7010900706,-0.1250494808,0.5442782899,1.307733231,1.562088201,1.51563271,1.136453392,0.7026907912,-0.06118511921,-0.4410527105,-0.932885204,-0.833322979,-0.4727418022,0.1935861488,0.8448004326,1.398836202,1.814529707,1.766332362
SEQ072,1.029365099,2.141794761,0.03308473961,-0.1593265113,0.780629698,0.5644099978,0.01791360873,-0.3998488876,-0.7574866657,-0.8442260021,-0.7667605839,-0.287192127,0.2628984651,0.8989456982,1.244442321,1.526480114,1.058365553,0.8486555644,0.3545071028,-0.1338495649,-0.3354611859,-0.4184436038,-0.3438074637,0.2954411506,0.7037588925,1.257091425,1.700890145,1.851844164
SEQ073,1.17553471,0.1940991166,0.02558317329,1.460458402,0.4122423145,0.6752689811,1.080789157,1.160986581,0.8435735384,0.376538477,-0.2107179868,-0.6366746756,-0.8935296329,-0.9061805879,-0.6378032661,-0.03534518161,0.4265683604,0.9638581375,1.524871175,1.554473189,1.382752629,0.8363973663,0.2982012157,-0.385483087,-0.6113545512,-0.6306909584,-0.2965099829,0.1493037037
SEQ074,1.214013675,1.860721871,0.01137585392,-0.2105530473,1.030645936,0.806403524,0.2334077472,-0.2926004659,-0.8669414345,-1.123677003,-1.077822626,-0.6923360171,-0.2495307083,0.4017570585,1.019584234,1.087928737,1.274555452,1.025838324,0.460866612,-0.1955162987,-0.8675498663,-1.149576593,-0.8225599183,-0.6978601975,0.03911648706,0.7133369651,1.323623588,1.435504849
SEQ075,0.7594355083,1.7673961,0.009443438255,-0.03502363805,0.6847682667,0.5665049733,0.2802542469,-0.04294652729,-0.4082435576,-0.5807596847,-0.6686681259,-0.4507360966,-0.3017717737,0.3649610174,0.6284820454,0.8935681969,0.8382053328,0.7487644675,0.4372631734,0.003544863108,-0.2717000497,-0.6304830077,-0.4722121515,-0.4014934964,0.0221127307,0.3303297649,0.6073830517,0.8290953685
SEQ076,1.262520005,-0.02363026677,0.01260608283,1.413440527,0.1387933787,0.4320178175,1.132743885,1.127552793,1.196658624,0.6394310921,0.1951767999,-0.5669163039,-1.047041374,-1.104141406,-0.9463444289,-0.6235501407,0.2384849008,0.729607106,1.176085288,1.550367544,1.210502673,1.024655833,0.2715013197,-0.4175477939,-0.7781202207,-0.9393843188,-0.8555388805,-0.4093305975
SEQ077,1.310610306,-1.597675235,0.02204127971,0.2292718234,-1.356859766,-0.9932785434,-0.6983782577,0.07679516744,0.7151819078,1.320430316,1.472923524,1.435606281,0.9305630981,0.3199939798,-0.6086853736,-0.9389648199,-0.98081268,-0.7040294106,-0.4803182976,0.2466176029,0.9609594433,1.605636491,1.769829003,1.444718188,1.042534295,0.6212046263,-0.2031947137,-0.6265668155
SEQ078,0.8220269406,-2.222416449,0.009339970505,-0.3864594422,-0.684975512,-0.8076722726,-0.7343712961,-0.4696628777,-0.07168503339,0.3202648023,0.6342153151,0.9176758288,0.8839593018,0.6061177282,0.1973530261,-0.1829365037,-0.6030197813,-0.6377839472,-0.7192902267,-0.2552847286,0.2112881038,0.4168156263,0.7814485139,0.92018976,0.9170367422,0.6042068071,0.2109059408,-0.1356018387
SEQ079,1.403546099,-2.498711474,0.0219711936,-0.8597044004,-0.7356788086,-1.164312057,-1.409562031,-1.03153505,-0.5600671056,0.360800963,0.9789391428,1.344186677,1.443971642,1.318080457,0.7125291597,0.05951793676,-0.5731197036,-1.033699499,-0.9913264304,-0.7469021268,-0.1202753121,0.5134371178,1.264293605,1.76417016,1.731995693,1.60013471,1.013516326,0.3733882564
SEQ080,1.401459712,2.520933962,0.03450680811,-0.7259995516,0.780731309,0.1375190292,-0.5953227917,-1.018790962,-1.255835824,-1.148262036,-0.4960649519,0.06855658852,0.8180664733,1.454712251,1.737710638,1.754147835,1.123321113,0.5729395677,-0.0002567652289,-0.5525666716,-0.8358815987,-0.7450119705,-0.1978508147,0.7181603631,1.260509985,1.826329192,2.200238467,2.075478891
SEQ081,0.9998903808,-2.603600067,0.007258840434,-0.7715388164,-0.5359750184,-0.9312822491,-0.9657150246,-0.8306970837,-0.5246527778,0.07334422851,0.6218840556,0.9080629369,1.053353071,0.9129052339,0.7694975497,0.05052640418,-0.3826562406,-0.949421207,-0.7332609411,-0.6192532986,-0.355146809,0.1816501133,0.6280375562,1.12866329,1.134639352,0.9619201938,0.738729216,0.1738881233
SEQ082,1.127459949,-1.239330778,0.02234763748,0.6350799839,-0.9692849709,-0.6329306143,-0.1739525443,0.3991775571,0.9064419714,1.261528606,1.27996509,1.009464612,0.3973786187,-0.2150444306,-0.6385638583,-0.7932286712,-0.7266085047,-0.4850147686,0.05380617757,0.8007300916,1.1407173,1.430434855,1.450107714,1.246386796,0.7496689682,0.09729225906,-0.2872943473,-0.6075892947
SEQ083,0.9958040891,-1.01965484,0.02239993599,0.790262035,-1.006819361,-0.343976535,0.09792373405,0.5788838417,1.031993492,1.116314791,1.048133797,0.5656694739,0.122724461,-0.3467094945,-0.6670016023,-0.9539092552,-0.6087093784,-0.1458796271,0.4433957835,0.7456697042,1.207774164,1.248178484,1.323627242,0.8794725455,0.3111215827,0.04078921878,-0.2232563031,-0.5185561676
SEQ084,1.380406354,1.747603543,0.0237954512,0.04274923855,1.344017854,0.9852004607,0.629341743,-0.1076944052,-0.9149113997,-1.149517874,-1.202894631,-1.057346155,-0.3686325954,0.5364898025,1.090005259,1.625807955,1.562473224,1.376328226,0.8575352945,0.1833178182,-0.363827476,-0.8841705286,-0.8350760148,-0.5106918627,0.09061055435,0.8287278252,1.359143246,1.892436563
SEQ085,0.9806797133,2.652822714,0.02136786074,-0.6094386648,0.4011617567,0.05918979149,-0.3867594851,-0.8007861754,-0.7129142952,-0.5809527031,-0.4038443731,0.2278488975,0.7753892852,1.207623273,1.1273724,1.033623243,0.7136893499,0.1688229551,-0.3024509377,-0.5222169946,-0.776536857,-0.6208240671,-0.2641236496,0.4980902926,1.030717871,1.444896625,1.562990231,1.208110632
SEQ086,1.363210515,-1.843821755,0.001817774922,-0.3457710064,-1.324785671,-1.298983253,-1.016685418,-0.2916842314,0.3697838146,1.023277805,1.281481746,1.393897886,0.9324131604,0.3933886286,-0.3355832093,-0.8406754258,-1.186020403,-1.286874109,-0.9157213613,-0.2361008481,0.2374689837,0.8696127075,1.352244783,1.224128139,0.9426425017,0.2810722871,-0.3014475778,-1.021487283
SEQ087,0.7983376927,-1.873024893,0.02017215273,0.0044418146,-0.728063996,-0.6554884581,-0.5310830072,-0.1989309483,0.1960471135,0.5854225288,0.8346475994,0.9089989872,0.6998470625,0.3583545312,0.03173628789,-0.4016599917,-0.5041356418,-0.6019860141,-0.1640637099,-0.02168230779,0.5211665189,0.9223687374,0.9763218451,1.152233306,1.001625751,0.7445425491,0.1751946199,0.05294857988
SEQ088,0.8155164395,2.609504352,0.004982216844,-0.6429842687,0.4804252721,0.04111109644,-0.4423952958,-0.7212336871,-0.8792305123,-0.5615936039,-0.4504894641,-0.03446511548,0.5248841202,0.7326746112,0.8160769684,0.8291480924,0.2919436173,0.08221891354,-0.4601175342,-0.8140091956,-0.845900303,-0.5917250789,-0.2815742721,0.2235694077,0.429188062,0.962398515,0.9179162597,0.809255444
SEQ089,0.7063716725,-1.214697042,0.005701819262,0.3146777565,-0.5966925452,-0.392105741,-0.07184296912,0.3241489477,0.5614382972,0.7604222677,0.7009878927,0.4374060672,0.120081597,-0.2500792706,-0.5435320851,-0.5222719205,-0.5277351203,-0.3405339376,-0.05215314968,0.3493926876,0.5939505741,0.8062881797,0.8330708891,0.643441211,0.2122157668,0.006781700693,-0.514754813,-0.5131933256
SEQ090,1.237964773,2.196945099,0.02012979199,-0.4839251334,1.026876669,0.5354344632,0.03168423538,-0.6754377704,-1.157583361,-1.205765433,-0.8243086358,-0.2312993036,0.2215660404,0.977175631,1.401160331,1.226663362,1.343635502,0.8284889491,0.1945234563,-0.3625547226,-0.887266733,-0.763258126,-0.5617859977,-0.1281910782,0.5036394775,1.036928694,1.755637479,1.540312363
SEQ091,0.9209614198,1.205188643,0.02540974936,0.6341762459,0.9312973647,1.054425688,0.7208311782,0.3616049424,0.04562532431,-0.412575014,-0.6441917532,-0.6129710464,-0.4725791221,-0.02222452562,0.3504248511,0.8881352684,1.123190858,1.234094707,1.106535419,0.7906175422,0.3023415791,-0.2265518672,-0.4492899085,-0.263668474,-0.1248997384,0.2636647256,0.5631805019,1.188422327
SEQ092,1.072854289,-1.91551835,0.007614470983,-0.2711814343,-0.9374695695,-1.091414285,-0.8864623114,-0.343931411,-0.003416532867,0.6918396171,1.137369695,1.11379374,0.8614714603,0.3798446292,-0.0476360588,-0.6799576182,-1.009750957,-0.9704482801,-0.6267208601,-0.1761499227,0.3467512829,0.7458735625,1.177075719,1.224979922,0.8772206199,0.4528564472,-0.1326979384,-0.4457221423
SEQ093,1.303320128,-0.1834852208,0.0258933861,1.592162918,-0.2216436734,0.4986911299,1.073000573,1.367726901,1.314722023,1.085447946,0.410585101,-0.1189417619,-0.6393376989,-1.195083999,-1.076353683,-0.6003183894,0.1134068364,0.8665707271,1.235251823,1.69829787,1.677041279,1.333225453,0.7126364766,-0.04468974348,-0.3519579476,-0.7430240143,-0.6464254487,-0.2723981704
SEQ094,0.7957581011,-2.835785393,0.01793650292,-0.5436002538,-0.2007093203,-0.6322373337,-0.7242971764,-0.7186531811,-0.4176825608,-0.1743634118,0.3807820425,0.7637307003,0.9881228648,0.8563983406,0.6626221126,0.4195481622,0.05916248086,-0.446183767,-0.6414454313,-0.4087876956,-0.2937174795,0.151398061,0.6697572814,0.9316731982,1.231078915,1.147028519,0.8666654208,0.4237874395
SEQ095,0.793086216,-2.530625007,0.02357819839,-0.3666732261,-0.4584290553,-0.6202126533,-0.762295959,-0.6022199058,-0.1848787048,0.07622080297,0.5692983232,0.8999915073,0.9259353439,0.8664065524,0.4098727577,0.3133238807,-0.1006438561,-0.4238924247,-0.6020437053,-0.2651917808,0.06462618293,0.518545384,1.014926977,1.207182439,1.175643832,1.222978448,0.8864390609,0.4752058846
SEQ096,1.067292878,0.8502090152,0.001568745197,0.7230526424,0.8012701918,0.9951393214,1.007983126,0.7277996603,0.07437716242,-0.3767217777,-0.6946889352,-1.024428918,-0.8697760027,-0.7494538949,-0.2800704894,0.3456865234,0.8051350771,0.9761235024,0.9584708327,0.8425519941,0.1202097221,-0.343615094,-0.818093563,-0.8976317509,-0.9554654795,-0.5937415812,-0.2089236229,0.4014651607
SEQ097,1.378115023,1.711436842,0.02783069545,0.1407878551,1.472935378,1.078216472,0.6621514887,0.1121704916,-0.8046083929,-1.109779252,-1.218827363,-0.8710910387,-0.1366955909,0.483141918,1.082274692,1.525379144,1.703806624,1.500471882,0.9355685775,0.2874377965,-0.5046231489,-0.8264846032,-0.9524283448,-0.5715238698,0.0686981422,0.7071269005,1.407068455,1.902726223
SEQ098,0.7750592242,-0.1232382745,0.02004943008,1.009774158,-0.1476314195,0.235511409,0.8176055533,0.8153653996,0.7748604414,0.4949977256,0.2232147713,-0.145546184,-0.5016693256,-0.5281806361,-0.724200378,-0.2913826889,0.0413299355,0.4887005586,0.817933366,1.2187746,0.9743965296,0.7750123452,0.4170004173,-0.02643296822,-0.2865132944,-0.3883319389,-0.3400900136,0.03529617082
SEQ099,0.7246008246,0.5604184375,0.04040782588,1.098654553,0.3951049097,0.5795869094,0.8327633856,0.7461775423,0.4085378515,0.1383431521,-0.118514553,-0.3018995367,-0.4255585348,-0.1161576429,0.08275251824,0.3125594577,0.9001646659,1.299120601,1.307442389,1.103138567,0.9373166953,0.6374040934,0.4653315361,0.2454242425,0.05480534533,0.3094467558,0.5209517755,0.9678380145
SEQ100,0.7542724203,-1.428702618,0.02658595335,0.4258485067,-0.8108814922,-0.5703774572,-0.2668488968,0.1660413496,0.5446542993,0.8362025235,0.7559436626,0.7150465004,0.3300491868,0.1142920914,-0.2741374222,-0.4183226121,-0.4874833962,-0.204186032,0.1730343433,0.4659037102,0.8826325957,1.238703676,1.226469228,1.112587167,0.8000447286,0.4127222451,0.01341372444,-0.002073877628
SEQ101,1.183968728,-0.4578161336,0.01671926783,1.262674704,-0.5060696843,0.1420652666,0.5597952599,1.01375705,1.318597096,1.120664433,0.6519293815,0.08863431001,-0.6703368265,-0.83489451,-0.9905271077,-0.8748213725,-0.2082541121,0.1389529389,0.9720164294,1.209240806,1.395543902,1.284630861,1.022045492,0.2409970799,-0.444042709,-0.7045694506,-0.8677816552,-0.5334201005
SEQ102,0.8600118951,-2.807214216,0.01491275573,-0.6334266185,-0.1692058055,-0.5549062967,-0.6759269071,-0.7587068237,-0.5080386376,0.05981759178,0.3627017958,0.7604448591,0.8662306838,0.991831089,0.5938014713,0.4250023963,-0.02040252397,-0.4741782961,-0.6644345955,-0.5439559286,-0.3346840206,0.09938509499,0.5863180863,0.9059526332,1.191584768,1.04859789,1.00421344,0.5631140933
SEQ103,1.345566875,1.261347255,0.02358590836,0.6928016591,1.327213946,1.323839492,1.140994111,0.3713620907,-0.2492384373,-0.7887496458,-1.188839528,-1.187425119,-0.7766110945,-0.2814655359,0.4606552168,1.053251615,1.639529858,1.682950944,1.411405041,0.6690491685,0.1025494281,-0.546245078,-0.8646006248,-0.7743850868,-0.4430828865,0.1667899047,0.7322505103,1.323569309
SEQ104,0.9652041394,-2.726835263,0.004297146129,-0.831802695,-0.4364739798,-0.8597244632,-1.027719011,-0.8980174727,-0.4885881051,-0.1934681801,0.4541399914,0.7696097129,1.018557559,0.8895434457,0.6121105225,0.3086580587,-0.3418541898,-0.64866665,-0.9369297235,-0.9190072147,-0.4519715008,-0.01152894358,0.2554264262,0.9943030652,1.086383246,1.060321346,0.5868102885,0.2034728757
SEQ105,1.239419101,1.021838171,0.02276200316,0.919871372,1.027886993,1.149400994,1.207340901,0.8321870752,0.02488824921,-0.4191314136,-0.8652413114,-1.1289238,-0.972677582,-0.3805706386,0.2374135163,0.8118041751,1.398211748,1.518211484,1.495259883,0.9731031035,0.4395846485,-0.2697314379,-0.7789975059,-0.8034333726,-0.7175422629,-0.1418854406,0.3365250351,1.153888719
SEQ106,1.144275089,1.895712257,0.02411490972,-0.07590700849,0.8888052128,0.8830699469,0.2467155348,-0.1844231992,-0.6439494818,-0.9841004854,-0.9314230919,-0.6189282127,-0.01224226465,0.6002942921,1.047634627,1.334666817,1.470183136,1.136845878,0.6247871388,0.001524355764,-0.4331972971,-0.7564530042,-0.6238294423,-0.3236144041,0.1734405573,0.9239995567,1.439949306,1.593815473
SEQ107,1.009148192,0.1093307343,0.01928638491,1.234559537,0.07597468559,0.6894557961,1.009402269,1.117438142,0.8175863808,0.5080143029,0.06971514256,-0.4311341525,-0.7980854102,-0.8938969273,-0.5729034961,-0.09558828505,0.4371737884,0.8563969581,1.147324166,1.334100216,1.081806873,0.8428743682,0.1804547153,-0.2908108123,-0.5091489894,-0.6299057835,-0.5051185744,-0.00688105886
SEQ108,1.142720842,0.8643568376,0.02445082905,1.035183745,0.9742556709,1.108077695,1.15302299,0.8315738483,0.3540678715,-0.2078639583,-0.7820097931,-0.9774828469,-0.8519911793,-0.4650523075,0.2777935238,0.5416206742,1.190716714,1.361683149,1.428109547,1.110687356,0.5011224313,-0.003828847998,-0.4971179033,-0.753075558,-0.468797291,-0.2568897807,0.501331664,0.8632129728
SEQ109,1.394170582,-0.5997223228,0.0482296397,1.729632857,-0.7204375855,-0.03729904568,0.7046188603,1.212350191,1.486405325,1.416105571,1.037468684,0.489992201,-0.2811133605,-0.7547890932,-0.8428886097,-0.6616977138,-0.1479646846,0.6297661189,1.144579553,1.878640363,2.089691341,1.967650556,1.488371184,1.063817802,0.4813465474,0.07510627858,-0.3236865055,0.007251743424
SEQ110,1.063781826,-1.01893158,-0.002771433489,0.5244581439,-0.7749870743,-0.5200733598,-0.006967284919,0.4622192186,0.9123015501,0.9150278761,0.8947976188,0.6397884978,-0.06224666247,-0.614576962,-0.8799165477,-1.147268007,-0.8504376391,-0.5392583645,0.05269285503,0.4548704689,0.8305456994,1.017484141,0.7568730791,0.4368518698,-0.2355317072,-0.5932878878,-1.098618405,-1.123096677
SEQ111,0.7817158382,1.839128667,0.008499532814,-0.105257099,0.7790824394,0.6542664842,0.08115942728,-0.1325751146,-0.4293983494,-0.6628748787,-0.7231823414,-0.5506878609,-0.1714956286,0.2241057359,0.7121599921,0.920664856,0.8465905129,0.6428667847,0.4742801564,-0.1612269555,-0.371951212,-0.7137285637,-0.5564755666,-0.3304683995,0.007080549738,0.4214559941,0.6973584653,0.9034444915
SEQ112,1.182543223,-0.978808175,0.02262066585,0.93132125,-1.011258837,-0.4774961022,0.08959029843,0.7509660332,1.111189173,1.2773241,1.138021914,0.7386017786,0.01227057455,-0.6027664371,-0.8192259289,-0.8910764353,-0.7813652474,-0.1558860578,0.2889777621,0.9812809145,1.42781661,1.557489561,1.399791139,0.9016315924,0.2455959624,-0.2719121934,-0.4541912987,-0.5840823183
SEQ113,0.9158189513,2.541142633,0.0255194363,-0.4493919747,0.4385517836,0.112652799,-0.3141079324,-0.7679790687,-0.7585517846,-0.6463744302,-0.4165428053,0.1121078428,0.5267867858,1.079897578,1.132043634,1.212632441,0.6979018216,0.3978952035,0.01544164183,-0.4801560838,-0.4272851376,-0.4073333707,-0.1430984742,0.2998084261,0.854368737,1.2396413,1.318848091,1.438539097
SEQ114,0.7657951178,2.507017535,0.009298764803,-0.5051277448,0.5418886964,-0.03114669754,-0.2292103376,-0.4808842294,-0.6955161144,-0.7183249274,-0.4128627776,0.0001359603638,0.4466029636,0.5591118519,0.8150620749,0.8291389269,0.5776082592,0.2793075727,-0.2649637372,-0.5313342081,-0.7014402719,-0.4559402014,-0.2398535635,-0.0387153751,0.4543806336,0.7752499735,1.004551175,0.8434713412
SEQ115,1.368148156,-0.420497776,0.01728402601,1.45637141,-0.580831794,0.08700612401,0.8058820684,1.277712292,1.339484742,1.327405322,0.5211721284,0.03958358482,-0.5716761067,-1.075659933,-1.282257844,-0.9658892536,-0.4040510748,0.3430054632,1.059859221,1.496989474,1.534420605,1.219508378,0.8995022022,0.1321152395,-0.5670120298,-0.8406399285,-0.926775411,-0.6134653655
SEQ116,1.209883975,0.0206841951,0.004871094202,1.268078298,0.105681112,0.5845829558,1.077674495,1.130964053,1.003451464,0.359973715,0.1198727368,-0.607760754,-1.174320675,-1.237971353,-0.9433619568,-0.5784132539,0.07417715794,0.7112365929,1.063425318,1.292384612,1.147225026,0.7839433837,0.1039843577,-0.5588043761,-0.9769082427,-1.213084163,-0.8400070066,-0.4785715267
SEQ117,0.854963522,0.2802590842,0.02080594763,1.071277471,0.2136809935,0.5941493347,0.9479103208,0.7461042261,0.5818299302,0.3222083379,-0.1239662627,-0.6097680095,-0.6756035675,-0.6590711445,-0.3888923613,-0.07089804531,0.5718132764,1.031008079,1.200868501,1.205238304,0.9603886754,0.514637078,0.1098364214,-0.07726086793,-0.4333808729,-0.6144667021,-0.1877186813,0.260881377
SEQ118,1.402566333,-2.232773445,0.02875071442,-0.5171174786,-1.170125218,-1.351788005,-1.207447903,-0.8930546936,-0.210137857,0.5794022974,1.206800387,1.655796148,1.656792022,1.167915469,0.5868053223,-0.1381608461,-0.8358822913,-1.109158696,-0.9952355007,-0.4334715561,0.2115328012,1.051674244,1.588403077,1.969356012,1.882060223,1.326153802,0.8643113856,0.1255748835
SEQ119,0.9848427892,-1.059027351,0.01697585709,0.6860078367,-0.7611747581,-0.4946989738,0.01469296837,0.4758886385,0.99988455,1.277222424,0.8877456846,0.6384920211,0.09323950009,-0.4166613629,-0.5633500527,-0.8091272895,-0.7005734779,-0.2096389105,0.225332021,0.7768764667,0.9953366347,1.314715655,1.139060711,0.7284566606,0.468582199,-0.134890528,-0.3247149087,-0.5510832528
SEQ120,1.39420551,0.1476068444,0.03068362578,1.747248254,0.2536480591,0.9103972672,1.422327933,1.499353106,1.208371145,0.6227290974,-0.04317925143,-0.6467026596,-1.182163724,-0.9557614332,-0.7175918713,-0.2768984578,0.4715165553,1.169308266,1.673165724,1.886096302,1.555772912,0.9841831447,0.362745194,-0.4174477934,-0.8972924346,-0.7373223184,-0.487514827,0.2246997129
SEQ121,1.293990874,0.4361792465,0.0344805163,1.586603894,0.5554299573,0.896332502,1.29757347,1.297621687,0.9098799217,0.324531302,-0.2731254372,-0.7277802721,-1.113647721,-0.7500174405,-0.3185623579,0.2391019769,1.09500983,1.553792111,1.823850312,1.728048872,1.473079668,0.7155355592,0.2118293413,-0.5373482419,-0.635052431,-0.4179418332,0.04714398229,0.7418342668
SEQ122,1.245380381,-1.187263363,0.01923371377,0.6968247661,-1.163690296,-0.7678723761,-0.002158386352,0.5124465618,1.089801392,1.246920866,1.212245433,0.7803916132,0.235664627,-0.2626213015,-0.7013438168,-1.021633331,-0.8774852634,-0.4552632381,0.2514847559,0.731672184,1.22726775,1.672923792,1.429766905,1.124001517,0.5908796332,0.008637744236,-0.3756178379,-0.7709119337
SEQ123,1.174013187,2.572118646,0.008928144099,-0.8815982161,0.5956927909,-0.03526046186,-0.5148424282,-0.847425892,-1.200730194,-1.035471853,-0.6267494893,-0.02217338832,0.6350277555,1.080912169,1.350146646,1.218869279,0.8968917098,0.1684413219,-0.400451073,-0.866074401,-0.9972163628,-0.8387481505,-0.3036354048,0.2801430856,0.7458278479,1.194686435,1.448309369,1.237271371
SEQ124,1.35280921,2.330474358,0.0172252076,-0.7249610252,0.9054842059,0.3129596163,-0.2932136699,-0.9078703993,-1.369122758,-1.169841435,-0.880985127,-0.1286697125,0.3192860915,0.8952368339,1.55693589,1.554520497,1.045535225,0.6181079563,-0.1100333013,-0.6010394566,-0.9239848983,-1.009577117,-0.6049387019,-0.05542499847,0.6483051373,1.269860208,1.596858751,1.699781779
SEQ125,1.152776674,0.4053990684,0.01194456021,1.202673179,0.4115959841,0.8379742912,1.193172441,1.111759955,0.7339325454,0.1521774433,-0.3505398924,-0.8713967198,-0.8943702005,-0.8091116663,-0.5277509516,0.01023308333,0.5562418638,1.102179763,1.160953824,1.107951457,0.7487149614,0.3625303079,-0.2125748019,-0.7400555349,-0.9042867173,-0.867875024,-0.4002963102,0.05457538674
SEQ126,1.159897483,1.568040873,0.04587017623,0.5536381546,1.276834019,0.911967569,0.8527070364,0.07787957274,-0.3773924578,-0.7494001861,-0.8258452029,-0.6233125382,-0.3576384151,0.3481186633,0.8833136144,1.50617944,1.815744907,1.628501707,1.263137259,0.692364976,0.3025437825,-0.2139761071,-0.3632788995,-0.1064108116,0.3558817264,0.9344498261,1.5665572,2.093450747
SEQ127,1.49354285,2.400626548,0.007452801229,-1.012527363,1.100369196,0.253371526,-0.3700337865,-1.113167405,-1.429357662,-1.31901036,-1.041648745,-0.2364901392,0.5639694644,1.13006537,1.633036491,1.326238498,1.03971846,0.4072312172,-0.3070170039,-0.9068190426,-1.369188215,-1.147146348,-0.9387578079,-0.05227370225,0.5315160979,1.304690817,1.694868949,1.66863601
SEQ128,1.440075438,-2.228447887,0.00711755888,-0.7948496817,-1.117933823,-1.461926423,-1.197412329,-0.7047779506,-0.1536019879,0.6261049569,1.101419889,1.565658776,1.379686584,0.9224700166,0.2881620043,-0.4865426408,-1.275607106,-1.338694874,-1.181540386,-0.778471364,-0.1333161912,0.5655778633,1.400081393,1.567379968,1.453976405,1.04714836,0.3684307917,-0.5114078256
SEQ129,1.026083922,1.404865292,0.02023440205,0.4122917722,1.065779343,1.048199856,0.6616318322,0.2313733545,-0.3158636645,-0.661989113,-0.8262882752,-0.8221482464,-0.4668340045,0.08173094176,0.5281761715,1.025097974,1.28890823,1.213773634,0.8665965615,0.4952583792,-0.02796269835,-0.5289338486,-0.6352745181,-0.7086140487,-0.2130982767,0.2806936601,0.6972629819,1.209716127
SEQ130,1.271460728,2.182631162,0.01147418864,-0.5925991607,1.105579158,0.4919419791,-0.1602218384,-0.5554981231,-1.164990715,-1.190111656,-1.077242645,-0.4690038643,0.1804727602,0.8148604161,1.424416251,1.401874268,1.108740124,0.6215385645,-0.07464563085,-0.526078005,-1.007525128,-1.082031173,-0.8975775168,-0.4075425514,0.4838322457,1.16315656,1.564938955,1.510094713
SEQ131,1.430112199,1.848709714,0.03286163838,0.001988811501,1.298761264,0.9943904331,0.5786406589,-0.2747069472,-0.7690819145,-1.202195427,-1.257871131,-0.9823921571,-0.009861987302,0.63648322,1.471507799,1.854802804,1.795025373,1.446459296,0.7624714466,0.1226074733,-0.5315894501,-0.7307833126,-0.8907843912,-0.3433670905,0.3763128717,1.073915769,1.745630206,2.077447466
SEQ132,0.9270327382,2.980481335,0.01457752442,-0.7400970193,0.120186402,-0.2399360333,-0.7011170141,-0.9309635212,-0.7540231897,-0.4897072579,0.06656393308,0.4589661633,0.7600930442,1.097072382,1.025001877,0.723584179,0.3664345792,-0.09849400382,-0.4771629793,-0.692719508,-0.6166387239,-0.3293617865,0.084993312,0.6165882966,0.9052344799,1.160811349,1.107022386,0.9497485479
SEQ133,1.456274893,2.05571552,0.02418952406,-0.3885491318,1.409995858,0.8285297753,0.03795605263,-0.6554308309,-1.085041161,-1.41044931,-1.063570584,-0.5599321065,-0.008394986105,0.9221597642,1.484228817,1.788988996,1.603435842,1.223129889,0.4359886301,-0.4339810081,-0.8478503617,-1.0947561,-0.8848822007,-0.1340003626,0.3894169716,1.357723582,1.773063233,2.007014542
SEQ134,0.8745257782,-0.7023663607,0.005098423608,0.7287202487,-0.4694344727,-0.108972928,0.4519479581,0.6925296253,0.9004087213,0.7437246745,0.5943451236,0.2716565458,-0.1450807061,-0.598772454,-0.838747608,-0.8983851139,-0.4799203295,-0.0419971649,0.513160558,0.787964989,1.028084089,0.9210976668,0.5729146524,0.2619508651,-0.1884938334,-0.5437059616,-0.8962016756,-0.6980771824
SEQ135,1.182829085,-2.432836027,0.02785992269,-0.5636513685,-0.8750355668,-1.207127903,-1.0810102,-0.8331536554,-0.3110444393,0.3498270977,0.9128699268,1.221647098,1.408642706,1.271206576,0.5694977821,0.1296237534,-0.4356314024,-0.793307526,-0.7310674028,-0.4595369241,-0.01438758278,0.704767986,1.301367338,1.424931374,1.730483561,1.504331634,1.028977805,0.5086312993
