function_name,category,status,api_freeze,source_file,signature_prefix
smf_reporting_checklist,reporting-validation,release_candidate,0.9.0,reporting.R,"smf_reporting_checklist (result, external_validation=NULL) {"
smf_reporting_spec,reporting-validation,release_candidate,0.9.0,spec-constructors.R,"smf_reporting_spec (sections=c(""scientific_target"",""design"",""audit"",""assessment"",""performance"",""diagnostics"",""uncertainty"",""calibration"",""external_validation"",""reproducibility"",""limitations""), formats=c(""markdown"",""quarto"",""html"",""pdf"",""docx"",""latex"",""csv"",""parquet""), include_manifest=TRUE, include_warnings=TRUE) {"
smf_reproducibility_spec,core,release_candidate,0.9.0,spec-constructors.R,"smf_reproducibility_spec (seed=260915L, determinism=""seed_deterministic_cpu"", hash_data=TRUE, capture_environment=TRUE) {"
smf_require_capability,core,release_candidate,0.9.0,core-capabilities.R,"smf_require_capability (name, capability) {"
smf_resample_experiment,resampling-features,release_candidate,0.9.0,resampling-fit.R,"smf_resample_experiment (spec,data,resamples=NULL,override=FALSE) {"
smf_resample_manifest,resampling-features,release_candidate,0.9.0,resampling.R,smf_resample_manifest (x) {
smf_resampling_spec,resampling-features,release_candidate,0.9.0,spec-constructors.R,"smf_resampling_spec (method=c(""holdout"",""stratified_holdout"",""external"",""kfold"",""repeated_kfold"",""group"",""blocked"",""time_series"",""spatial"",""nested"",""monte_carlo""), train_prop=0.8, strata=character(), n_splits=5L, n_repeats=1L, seed=260915L, inner=NULL, parameters=list()) {"
smf_rng_info,core,release_candidate,0.9.0,core-randomness.R,"smf_rng_info () list(kind=RNGkind(), has_seed=exists("".Random.seed"", envir=.GlobalEnv, inherits=FALSE))"
smf_rnn,core,release_candidate,0.9.0,deep-learning-core.R,"smf_rnn (input_size, hidden_size=64L, layers=1L, output_dim=1L, bidirectional=FALSE, task=""regression"") {"
smf_run_crosslang_validation,reporting-validation,release_candidate,0.9.0,release-candidate.R,smf_run_crosslang_validation (path=NULL) {
smf_run_gold_validation,core,release_candidate,0.9.0,validation-gold.R,smf_run_gold_validation (stop_on_failure=FALSE) {
smf_run_reference_validation,core,release_candidate,0.9.0,release-candidate.R,"smf_run_reference_validation (tolerance=list(prediction=1e-10, metric=1e-12)) {"
smf_save_bundle,operations,release_candidate,0.9.0,persistence.R,"smf_save_bundle (result, path, mode=c(""auto"",""portable"",""opaque""), overwrite=FALSE) {"
smf_save_manifest,core,release_candidate,0.9.0,provenance.R,"smf_save_manifest (x, file) {"
smf_scalability_spec,core,release_candidate,0.9.0,persistence.R,"smf_scalability_spec (chunk_size=1000L, workers=1L, execution=c(""sequential"",""parallel""),"
smf_search_grid,tuning-benchmark,release_candidate,0.9.0,tuning-core.R,"smf_search_grid (search_space, levels=5L, max_size=10000L) {"
smf_search_random,tuning-benchmark,release_candidate,0.9.0,tuning-core.R,"smf_search_random (search_space, n=20L, seed=260915L) {"
smf_search_space,tuning-benchmark,release_candidate,0.9.0,tuning-core.R,"smf_search_space (..., parameters=NULL, metadata=list()) {"
smf_select_compromise,core,release_candidate,0.9.0,tuning-core.R,"smf_select_compromise (data, objectives, directions, rule) {"
smf_select_features,resampling-features,release_candidate,0.9.0,features-core.R,"smf_select_features (data, outcome=character(), spec=smf_feature_spec(), id_column=character(), context=c(""global"",""training"")) {"
smf_shap,explainability,release_candidate,0.9.0,explain.R,"smf_shap (result, background, new_data=background, nsim=100L, class=NULL, seed=260915L) {"
smf_spatial_cv,core,release_candidate,0.9.0,resampling.R,"smf_spatial_cv (data, coords, v=5L, scheme=c(""block"",""cluster"",""buffered"",""leave_location_out""),"
smf_spec_hash,core,release_candidate,0.9.0,core-serialization.R,smf_spec_hash (spec) smf_hash(spec)
smf_split_manifest,resampling-features,release_candidate,0.9.0,resampling.R,smf_split_manifest (split) {
smf_start_run,core,release_candidate,0.9.0,tracking.R,"smf_start_run (tracker, run_name=character(), tags=list(), resume_run_id=character()) {"
smf_task_spec,core,release_candidate,0.9.0,spec-constructors.R,"smf_task_spec (kind = ""regression"", target, positive_label = NULL, objective = character()) {"
smf_tcn,core,release_candidate,0.9.0,deep-learning-core.R,"smf_tcn (input_shape, channels=c(32L,32L), kernel_size=3L, dilation_base=2L, output_dim=1L, task=""regression"") {"
smf_time_cv,core,release_candidate,0.9.0,resampling.R,"smf_time_cv (data, time, initial, assess=1L, skip=0L, cumulative=TRUE, id_column=character(), seed=260915L) {"
smf_to_json,core,release_candidate,0.9.0,core-serialization.R,"smf_to_json (x, pretty=TRUE) {"
smf_to_list,core,release_candidate,0.9.0,core-serialization.R,smf_to_list (x) {
smf_to_yaml,core,release_candidate,0.9.0,core-serialization.R,smf_to_yaml (x) yaml::as.yaml(.smf_sort_list(smf_to_list(x)))
smf_trace_features,resampling-features,release_candidate,0.9.0,explain.R,smf_trace_features (result) {
smf_tracker_local,operations,release_candidate,0.9.0,tracking.R,"smf_tracker_local (path, experiment=""default"", tags=list()) {"
smf_tracker_mlflow,operations,release_candidate,0.9.0,tracking.R,"smf_tracker_mlflow (uri=character(), experiment=""default"", tags=list()) {"
smf_tracking_spec,operations,release_candidate,0.9.0,tracking.R,"smf_tracking_spec (provider=c(""local"",""none"",""mlflow""), uri=character(), experiment=""default"","
smf_transfer_learning,core,release_candidate,0.9.0,deep-learning-core.R,"smf_transfer_learning (base, output_dim=1L, freeze_base=TRUE, unfreeze_last=0L, task=""regression"") {"
smf_transformer,core,release_candidate,0.9.0,deep-learning-core.R,"smf_transformer (input_size, d_model=64L, heads=4L, layers=2L, ff_dim=128L, output_dim=1L, task=""regression"") {"
smf_tune,tuning-benchmark,release_candidate,0.9.0,tuning-core.R,"smf_tune (spec, data, search_space, tuning=smf_tuning_spec(), resamples=NULL, override=FALSE) {"
smf_tune_objective,tuning-benchmark,release_candidate,0.9.0,tuning-core.R,"smf_tune_objective (search_space, tuning, evaluator) {"
smf_tuning_spec,core,release_candidate,0.9.0,tuning-core.R,"smf_tuning_spec (method=c(""grid"",""random"",""racing"",""bayesian"",""successive_halving"",""hyperband""), budget=20L,"
smf_uncertainty_compare,inference-uncertainty,release_candidate,0.9.0,uncertainty.R,smf_uncertainty_compare (...) {
smf_uncertainty_decompose,inference-uncertainty,release_candidate,0.9.0,uncertainty.R,"smf_uncertainty_decompose (aleatoric, epistemic, total=NULL, method, identified=FALSE, provenance=list(), tolerance=1e-8) {"
smf_uncertainty_descriptor,inference-uncertainty,release_candidate,0.9.0,uncertainty.R,"smf_uncertainty_descriptor (source, target, interval_type, level=0.95, conditional_on=character()) {"
smf_uncertainty_from_distribution,inference-uncertainty,release_candidate,0.9.0,uncertainty.R,smf_uncertainty_from_distribution (distribution) {
smf_uncertainty_label,inference-uncertainty,release_candidate,0.9.0,uncertainty.R,smf_uncertainty_label (descriptor) {
smf_uncertainty_report,inference-uncertainty,release_candidate,0.9.0,uncertainty.R,smf_uncertainty_report (...) {
smf_uncertainty_semantics,inference-uncertainty,release_candidate,0.9.0,uncertainty.R,smf_uncertainty_semantics () {
smf_uncertainty_spec,inference-uncertainty,release_candidate,0.9.0,spec-constructors.R,"smf_uncertainty_spec (target=""prediction"", methods=character(), level=0.95) {"
smf_uncertainty_validate,inference-uncertainty,release_candidate,0.9.0,uncertainty.R,smf_uncertainty_validate (descriptor) {
smf_vae,core,release_candidate,0.9.0,deep-learning-core.R,"smf_vae (input_dim, latent_dim=8L, hidden=c(64L,32L), beta=1) {"
smf_validate_bootstrap_design,resampling-features,release_candidate,0.9.0,bootstrap-core.R,"smf_validate_bootstrap_design (data, spec, design=smf_design_spec(), override=FALSE) {"
smf_validate_bundle,operations,release_candidate,0.9.0,persistence.R,"smf_validate_bundle (path, strict=TRUE) {"
smf_validate_crosslang_fixtures,reporting-validation,release_candidate,0.9.0,release-candidate.R,smf_validate_crosslang_fixtures (path=NULL) {
smf_validate_design,core,release_candidate,0.9.0,design.R,"smf_validate_design (data, design, resampling=NULL) {"
smf_validate_resampling_design,resampling-features,release_candidate,0.9.0,resampling.R,"smf_validate_resampling_design (data, spec, design=smf_design_spec(), override=FALSE) {"
smf_validate_schema,data-design,release_candidate,0.9.0,data-audit.R,"smf_validate_schema (data, spec) {"
smf_validate_split,resampling-features,release_candidate,0.9.0,resampling.R,"smf_validate_split (split, n=NULL) {"
smf_vetiver_model,modeling,release_candidate,0.9.0,deployment.R,"smf_vetiver_model (result, model_name, prototype_data) {"
smf_vetiver_pin_write,operations,release_candidate,0.9.0,deployment.R,"smf_vetiver_pin_write (board, result, model_name, prototype_data, check_renv=FALSE, ...) {"
smf_vfold_cv,core,release_candidate,0.9.0,resampling.R,"smf_vfold_cv (data, v=5L, repeats=1L, strata=character(), id_column=character(), seed=260915L) {"
smf_vit,core,release_candidate,0.9.0,deep-learning-core.R,"smf_vit (input_shape, patch_size=16L, d_model=128L, heads=4L, layers=4L, output_dim=1L, task=""classification"") {"
smf_warning_record,core,release_candidate,0.9.0,core-warnings.R,"smf_warning_record (code, message, severity=c(""warning"",""info"",""high"",""blocking""), evidence=list(), suggested_action=character(), override_allowed=TRUE) {"
smf_with_seed,core,release_candidate,0.9.0,core-randomness.R,"smf_with_seed (seed, code) withr::with_seed(as.integer(seed), code)"
smf_write_plumber,operations,release_candidate,0.9.0,deployment.R,"smf_write_plumber (bundle_path, file=""plumber.R"", trusted=FALSE) {"
